Player,2012/2013 - Number of Injuries,2012/2013 - Games Missed,2013/2014 - Number of Injuries,2013/2014 - Games Missed,2014/2015 - Number of Injuries,2014/2015 - Games Missed,Total Number of Injuries (2012-2014),Total Games Missed (2012-2014),Age first concussion (2012-2014),Team(s) during concussion incidents 2012-2014,Roles during injuries,Current Age (approx.),Date of Birth,Biography,Wikipedia Url,Image
Chaz Schilens,1,0,,,,,1,0,27.04,New York Jets,Wide Receiver,29,7/11/1985,"Chazeray Dijon ""Chaz"" Schilens (born Chazeray Dijon Simmons November 7, 1985) is an American football wide receiver who is currently a member of the Saskatchewan Roughriders. He was drafted by the Oakland Raiders in the seventh round of the 2008 NFL Draft. He played high school football at Highland High School in Gilbert, Arizona, and college football at San Diego State. ",http://en.wikipedia.org/wiki/Chaz_Schilens,//upload.wikimedia.org/wikipedia/commons/e/e3/Chaz_Schilens.JPG
Danny Amendola,,,1,1,,,1,1,27.95,New England Patriots,Wide Receiver,29,2/11/1985,"Daniel James Amendola (born November 2, 1985) is an American football wide receiver for the New England Patriots of the National Football League. He was signed by the Dallas Cowboys as an undrafted free agent in 2008. He played college football at Texas Tech. Amendola has also been a member of the Philadelphia Eagles and St. Louis Rams. ",http://en.wikipedia.org/wiki/Danny_Amendola,//upload.wikimedia.org/wikipedia/commons/3/3c/Danny_Amendola_Rams.JPG
Darcel McBath,1,0,,,,,1,0,27.08,San Francisco 49ers,Safety,29,28/10/1985,"Steven Darcel McBath (born October 28, 1985) is an American football safety that is a free agent in the National Football League (NFL). He was drafted by the Denver Broncos in the second round of the 2009 NFL Draft. He played college football at Texas Tech. ",http://en.wikipedia.org/wiki/Darcel_McBath,//upload.wikimedia.org/wikipedia/commons/e/e7/Darcel_McBath_2010.JPG
Early Doucet,1,3,,,,,1,3,27.12,Arizona Cardinals,Wide Receiver,29,28/10/1985,"Early Joseph Doucet III (born October 28, 1985) is an American football wide receiver who is currently a free agent. He was drafted by the Arizona Cardinals in the third round of the 2008 NFL Draft. He played college football at Louisiana State University. ",http://en.wikipedia.org/wiki/Early_Doucet,//upload.wikimedia.org/wikipedia/en/6/69/P_vip.svg
King Dunlap,,,1,2,,,1,2,28.02,San Diego Chargers,Offensive Tackle,29,14/09/1985,"King David Dunlap, V (born September 14, 1985) is an American football offensive tackle for the San Diego Chargers of the National Football League (NFL). He was drafted by the Philadelphia Eagles 230th overall in the seventh round of the 2008 NFL Draft. He played college football at Auburn. ",http://en.wikipedia.org/wiki/King_Dunlap,//upload.wikimedia.org/wikipedia/commons/2/2a/King-Dunlap_August-2010.jpg
Matthew Slater,1,0,,,,,1,0,27.20,New England Patriots,Wide Receiver,29,9/09/1985,"Matthew Wilson ""Matt"" Slater (born September 9, 1985) is an American football wide receiver, safety, gunner, and special teams player for the New England Patriots of the National Football League (NFL). He was drafted by the Patriots in the fifth round of the 2008 NFL Draft after playing college football for the University of California, Los Angeles (UCLA). He was selected to the 2012, 2013 and 2014 Pro Bowls as a special teamer. ",http://en.wikipedia.org/wiki/Matthew_Slater,//upload.wikimedia.org/wikipedia/commons/7/7c/Matthew_Slater.JPG
Brandon Myers,1,0,,,,,1,0,27.05,Oakland Raiders,Tight End,29,4/09/1985,"Brandon Myers (born September 4, 1985) is an American football tight end for the Tampa Bay Buccaneers of the National Football League (NFL). He was drafted by the Oakland Raiders in the sixth round of the 2009 NFL Draft. He played college football at Iowa. ",http://en.wikipedia.org/wiki/Brandon_Myers,//upload.wikimedia.org/wikipedia/commons/e/e7/Brandon_Myers.JPG
Lawrence Jackson,1,0,,,,,1,0,27.26,Detroit Lions,Defensive End,29,30/08/1985,"Lawrence Christopher Jackson (born August 30, 1985) is an American football defensive end who is currently a free agent. He was drafted by the Seattle Seahawks in the first round of the 2008 NFL Draft. He played college football at USC. ",http://en.wikipedia.org/wiki/Lawrence_Jackson,//upload.wikimedia.org/wikipedia/commons/6/6c/091507-USCNeb-LawrenceJackson.jpg
Chris Williams,,,1,0,,,1,0,28.25,St. Louis Rams,Guard,29,26/08/1985,"Christopher Joseph Williams (born August 26, 1985) is an American football guard for the Buffalo Bills of the National Football League (NFL). He was drafted by the Chicago Bears 14th overall in the 2008 NFL Draft. He played college football at Vanderbilt. ",http://en.wikipedia.org/wiki/Chris_Williams_(offensive_lineman),//upload.wikimedia.org/wikipedia/commons/4/4f/WilliamsChris81513.jpg
Joe Reitz,2,2,1,3,,,3,5,27.27,Indianapolis Colts,Guard,29,24/08/1985,"Joseph David Reitz (born August 24, 1985) is an American football offensive lineman for the Indianapolis Colts of the National Football League. He was signed by the Baltimore Ravens as an undrafted free agent in 2008. He attended Western Michigan University where he played college basketball and not football.",http://en.wikipedia.org/wiki/Joe_Reitz,//upload.wikimedia.org/wikipedia/commons/c/cd/Reitz_baltimore_training_camp.jpg
John Sullivan,,,1,0,1,0,2,0,28.28,Minnesota Vikings,Center,29,8/08/1985,"John Sullivan (born August 8, 1985) is an American football center for the Minnesota Vikings of the National Football League. Sullivan played college football for the University of Notre Dame. He was drafted by the Vikings in the sixth round of the 2008 NFL Draft. ",http://en.wikipedia.org/wiki/John_Sullivan_(center),//upload.wikimedia.org/wikipedia/commons/4/42/John_Sullivan_pregame_2012-12-30.jpg
Eric Wright,1,0,,,,,1,0,27.19,Tampa Bay Buccaneers,Cornerback,29,24/07/1985,"Eric Andrew Wright (born July 24, 1985) is a former American football cornerback in the National Football League (NFL). He was drafted by the Cleveland Browns in the second round of the 2007 NFL Draft. He played college football at USC and UNLV. ","http://en.wikipedia.org/wiki/Eric_Wright_(cornerback,_born_1985)",http://static.foxsports.com/content/fscom/img/2013/08/08/080813-NFL-buccaneers-eric-wright-LN-PI_20130808220724357_660_320.JPG
Scott Chandler,1,0,,,,,1,0,27.19,Buffalo Bills,Tight End,29,23/07/1985,"William Scott Chandler (born July 23, 1985) is a American football tight end for the Buffalo Bills of the National Football League (NFL). He played college football at Iowa and was drafted by the San Diego Chargers in the fourth round of the 2007 NFL Draft. Chandler has also been a member of the New York Giants and Dallas Cowboys. ",http://en.wikipedia.org/wiki/Scott_Chandler_(American_football),//upload.wikimedia.org/wikipedia/commons/1/12/Scott_Chandler_%28American_football%29.JPG
Darrelle Revis,1,1,,,,,1,1,27.16,New York Jets,Cornerback,29,14/07/1985,"Darrelle Shavar Revis (born July 14, 1985) is an American football cornerback for the New England Patriots of the National Football League (NFL). He played college football for the University of Pittsburgh, and was drafted in the first round (14th overall) by the New York Jets in the 2007 NFL Draft. He has also played for the Tampa Bay Buccaneers. His spot on the field is nicknamed ""Revis Island"", a phrase Revis has trademarked, for his ability to shut down the opposing number one receivers. He is considered by many to be the best cornerback in the NFL. ",http://en.wikipedia.org/wiki/Darrelle_Revis,//upload.wikimedia.org/wikipedia/commons/4/45/Darrelle_Revis_ESPNWeekend2010-051.jpg
Dennis Pitta,1,0,,,,,1,0,27.39,Baltimore Ravens,Tight End,29,29/06/1985,"Dennis Gregory Pitta II, nicknamed American Express (born June 29, 1985) is an American football tight end for the Baltimore Ravens of the National Football League (NFL). He played college football for Brigham Young University (BYU) and was a consensus All-American. He was drafted by the Ravens in the fourth round of the 2010 NFL Draft. ",http://en.wikipedia.org/wiki/Dennis_Pitta,//upload.wikimedia.org/wikipedia/commons/5/5c/Dennis_Pitta_2011_stadium_practice.jpg
Craig Dahl,1,0,,,,,1,0,27.48,St. Louis Rams,Safety,29,17/06/1985,"Craig Dahl (born June 17, 1985) is an American football safety for the San Francisco 49ers of the National Football League. He was signed by the New York Giants as an undrafted free agent in 2007. He played college football at North Dakota State. ",http://en.wikipedia.org/wiki/Craig_Dahl,//upload.wikimedia.org/wikipedia/commons/7/70/Craig_Dahl.JPG
Nick Roach,,,,,1,0,1,0,29.23,Oakland Raiders,Linebacker,29,16/06/1985,"Nicholas Alexander Roach (born June 16, 1985) is an American football linebacker for the Oakland Raiders of the National Football League (NFL). He was signed by the San Diego Chargers as an undrafted free agent in 2007. He played college football at Northwestern. ",http://en.wikipedia.org/wiki/Nick_Roach,//upload.wikimedia.org/wikipedia/commons/4/49/Nick_Roach_in_2009.jpg
Laurent Robinson,2,3,,,,,2,3,27.35,Jacksonville Jaguars,Wide Receiver,30,20/05/1985,"Laurent Robinson (born May 20, 1985) is an American football wide receiver who is currently a free agent. He was drafted by the Atlanta Falcons in the third round of the 2007 NFL Draft. He played college football at Illinois State. ",http://en.wikipedia.org/wiki/Laurent_Robinson,//upload.wikimedia.org/wikipedia/commons/6/64/Laurent_Robinson.jpg
Jake Long,,,1,0,,,1,0,28.56,St. Louis Rams,Offensive Tackle,30,9/05/1985,"Jake Edward Long (born May 9, 1985) is an American football offensive tackle for the St. Louis Rams of the National Football League (NFL). He starred at Lapeer East High School in football, basketball and baseball. Long played college football for the University of Michigan and was a two-time consensus All-American. The Miami Dolphins drafted him with the first overall pick in the 2008 NFL Draft and he earned four Pro Bowl invitations for the Dolphins.",http://en.wikipedia.org/wiki/Jake_Long,//upload.wikimedia.org/wikipedia/commons/d/d0/Jakelong22222.jpg
Usama Young,1,1,,,,,1,1,27.55,Cleveland Browns,Safety,30,8/05/1985,"Usama Young (born May 8, 1985) is an American football safety for the Oakland Raiders of the National Football League (NFL). He played college football at Kent State University. He was drafted by the New Orleans Saints in the third round of the 2007 NFL Draft. He has also played for the Cleveland Browns. ",http://en.wikipedia.org/wiki/Usama_Young,//upload.wikimedia.org/wikipedia/commons/d/d4/Usama_Young_Saints_victory_parade_cropped.jpg
Tyler Polumbus,1,1,,,,,1,1,27.69,Washington Redskins,Offensive Tackle,30,10/04/1985,"Tyler Polumbus (born April 10, 1985) is an American football offensive tackle for the Washington Redskins of the National Football League (NFL). He was signed by the Denver Broncos as an undrafted free agent in 2008. He played college football at the University of Colorado at Boulder. ",http://en.wikipedia.org/wiki/Tyler_Polumbus,//upload.wikimedia.org/wikipedia/commons/4/41/Tyler_polumbus_redskins.jpg
Rashad Jennings,1,4,1,1,,,2,5,27.69,"Jacksonville Jaguars, Oakland Raiders",Running Back,30,26/03/1985,"Rashad Andre Jennings (born March 26, 1985) is an American football running back for the New York Giants of the National Football League (NFL). Drafted by the Jacksonville Jaguars in the seventh round of the 2009 NFL Draft, Jennings played for the Oakland Raiders in 2013 before signing with the Giants. Jennings played college football at Liberty. ",http://en.wikipedia.org/wiki/Rashad_Jennings,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JEN587965.png
Mike Jenkins,,,1,0,,,1,0,28.68,Oakland Raiders,Cornerback,30,22/03/1985,"Mike Jenkins (born March 22, 1985) is an American football cornerback for the Tampa Bay Buccaneers of the National Football League (NFL). He played college football for the University of South Florida and was recognized as an All-American. He was drafted by the Dallas Cowboys in the first round of the 2008 NFL Draft. He has also played for the Oakland Raiders. ",http://en.wikipedia.org/wiki/Mike_Jenkins_(American_football),//upload.wikimedia.org/wikipedia/commons/4/43/Mike_Jenkins_with_mouthguard.JPG
Thomas DeCoud,,,1,1,,,1,1,28.72,Atlanta Falcons,Safety,30,19/03/1985,"Thomas DeCoud (born March 19, 1985) is an American football free safety for the Carolina Panthers of the National Football League (NFL). He played college football for the University of California, Berkeley. He was drafted by the Atlanta Falcons in the third round of the 2008 NFL Draft. ",http://en.wikipedia.org/wiki/Thomas_DeCoud,//upload.wikimedia.org/wikipedia/commons/9/9b/Thomas_DeCoud_2013.jpg
Josh Wilson,1,0,,,,,1,0,27.52,Washington Redskins,Cornerback,30,11/03/1985,"Joshua ""Josh"" Wilson (born March 11, 1985) is an American football cornerback for the Atlanta Falcons of the National Football League (NFL). He was drafted by the Seattle Seahawks in the second round of the 2007 NFL Draft. He played college football at the University of Maryland. ",http://en.wikipedia.org/wiki/Josh_Wilson_(American_football),//upload.wikimedia.org/wikipedia/commons/5/53/Josh_Wilson_%28American_football%29_2014_02.jpg
Andre Fluellen,,,1,0,,,1,0,28.62,Detroit Lions,Defensive Tackle,30,7/03/1985,"Andre Fluellen (born March 7, 1985 ) is an American football defensive tackle for the Detroit Lions. He played college football at Florida State. ",http://en.wikipedia.org/wiki/Andre_Fluellen,//upload.wikimedia.org/wikipedia/commons/8/82/Andre_Fluellen.JPG
Fernando Velasco,1,0,,,,,1,0,27.68,Tennessee Titans,Center,30,22/02/1985,"Fernando Velasco (born February 22, 1985) is an American football offensive guard for the Carolina Panthers of the National Football League. He was signed by the Tennessee Titans as an undrafted free agent in 2008. He has also played one year with the Pittsburgh Steelers. Before that, he played college football at Georgia. He played his high school football at Jefferson County High School in his hometown of Wrens, Georgia near Augusta. He started his first career game on October 10 in a 34-27 win against the Cowboys. He was released by the Titans on August 30, 2013. On September 9, 2013, he was signed by the Steelers after an injury to Maurkice Pouncey, and Velasco was quickly put into the starting lineup. ",http://en.wikipedia.org/wiki/Fernando_Velasco_(American_football),http://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/11601.png
Brent Celek,1,1,,,,,1,1,27.87,Philadelphia Eagles,Tight End,30,25/01/1985,"Brent Steven Celek ( /ˈsɛlɨk/; born January 25, 1985) is an American football tight end for the Philadelphia Eagles of the National Football League (NFL). He was drafted by the Eagles in the fifth round of the 2007 NFL Draft. He played college football at Cincinnati. ",http://en.wikipedia.org/wiki/Brent_Celek,//upload.wikimedia.org/wikipedia/commons/2/2d/Brent_Celek.jpg
Eric Weddle,1,0,,,,,1,0,27.89,San Diego Chargers,Safety,30,4/01/1985,"Eric Steven Weddle (born January 4, 1985) is an American football safety for the San Diego Chargers of the National Football League (NFL). He played college football for the University of Utah and was recognized as a consensus All-American. He was drafted by the Chargers in the second round of the 2007 NFL Draft, and is considered to be one of the best safeties in the NFL. ",http://en.wikipedia.org/wiki/Eric_Weddle,//upload.wikimedia.org/wikipedia/commons/7/72/Eric_Weddle.JPG
Ernie Sims,1,0,,,,,1,0,27.98,Dallas Cowboys,Linebacker,30,23/12/1984,"Ernie Sims III (born December 23, 1984) is an American football linebacker who is currently a free agent. He played college football at Florida State and was drafted by the Detroit Lions in the first round of the 2006 NFL Draft. He has also played for the Philadelphia Eagles, Indianapolis Colts and the Dallas Cowboys. ",http://en.wikipedia.org/wiki/Ernie_Sims,http://binaryapi.ap.org/726adb0df2b448e386a4a4115c67f12b/460x.jpg
Leon Hall,,,,,1,1,1,1,29.90,Cincinnati Bengals,Cornerback,30,9/12/1984,"Leon Lastarza Lafayette Lorenzo Hall (born December 9, 1984) is an American football defensive back for the Cincinnati Bengals of the National Football League (NFL). He played college football for the University of Michigan, and earned consensus All-American honors. Hall was chosen by the Bengals in the first round of the 2007 NFL Draft. ",http://en.wikipedia.org/wiki/Leon_Hall,//upload.wikimedia.org/wikipedia/commons/0/08/Leon_Hall.jpg
Wallace Gilberry,,,1,0,,,1,0,29.07,Cincinnati Bengals,Defensive End,30,5/12/1984,"Wallace Gilberry (born December 5, 1984) is an American football defensive end for the Cincinnati Bengals of the National Football League. He was signed by the New York Giants as an undrafted free agent in 2008. He played college football at Alabama. ",http://en.wikipedia.org/wiki/Wallace_Gilberry,//upload.wikimedia.org/wikipedia/commons/1/13/WallaceGilberry.jpg
Isaac Redman,1,0,,,,,1,0,28.02,Pittsburgh Steelers,Running Back,30,10/11/1984,"Isaac Redman (born November 10, 1984) is a former American football running back. He was signed by the Pittsburgh Steelers as an undrafted free agent in 2009. He played college football at Bowie State University in Bowie, Maryland. ",http://en.wikipedia.org/wiki/Isaac_Redman,//upload.wikimedia.org/wikipedia/commons/d/dd/Isaac_Redman.JPG
Brady Quinn,1,2,,,,,1,2,28,Kansas City Chiefs,Quarterback,30,27/10/1984,"Brayden Tyler ""Brady"" Quinn (born October 27, 1984) is an American football quarterback who is currently a free agent. He is currently a college football and NFL game analyst for Fox Sports. He was drafted by the Cleveland Browns in the first round of the 2007 NFL Draft. He played college football at Notre Dame. ",http://en.wikipedia.org/wiki/Brady_Quinn,//upload.wikimedia.org/wikipedia/commons/e/e0/Brady_quinn_chiefs.jpg
Will Blackmon,,,1,0,,,1,0,28.90,Jacksonville Jaguars,Cornerback,30,27/10/1984,"William Edwards Blackmon (born October 27, 1984) is an American football cornerback for the Jacksonville Jaguars of the National Football League (NFL). He was drafted in the fourth round of the 2006 NFL Draft (115th pick overall) by the Green Bay Packers. Blackmon was born in Providence, Rhode Island but grew up in Cranston, Rhode Island. He was raised by his Father and Grandmother since age 6 due to his mother dying from Crohn's Disease. He attended Bishop Hendricken High School in Warwick, Rhode Island, where he played football and ran track. At Hendricken, Blackmon earned 2001 All-America first-team honors from USA Today, ESPN.com, SuperPrep and PrepStar as a senior. He was named Gatorade Rhode Island Player of the Year after his senior season. He played college football for the Boston College Eagles. ",http://en.wikipedia.org/wiki/Will_Blackmon,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/BLA309190.png
LaRon Landry,,,1,0,,,1,0,29.22,Indianapolis Colts,Safety,30,14/10/1984,"LaRon Louis Landry (born October 14, 1984) is an American football safety for the Indianapolis Colts of the National Football League (NFL). He played college football for Louisiana State University (LSU), and earned consensus All-American honors. The Washington Redskins drafted him with the sixth overall pick in the 2007 NFL Draft. He has also played for the New York Jets. ",http://en.wikipedia.org/wiki/LaRon_Landry,//upload.wikimedia.org/wikipedia/commons/f/fd/Laron_landry_2011.jpg
Paul Posluszny,,,1,1,,,1,1,29.08,Jacksonville Jaguars,Linebacker,30,10/10/1984,"Paul Michael Posluszny (born October 10, 1984), commonly known as ""Poz"", is an American football linebacker for the Jacksonville Jaguars of the National Football League (NFL). He played college football for Pennsylvania State University, earned consensus All-American honors twice, and was recognized as the top college linebacker and top college defensive player. He was chosen by the Buffalo Bills early in the second round of the 2007 NFL Draft. ",http://en.wikipedia.org/wiki/Paul_Posluszny,//upload.wikimedia.org/wikipedia/commons/b/bb/Paul_Posluszny_2014_Pro_Bowl.jpg
Domenik Hixon,1,1,,,,,1,1,27.94,New York Giants,Wide Receiver,30,8/10/1984,"Domenik Hixon (born October 8, 1984) is a former American football wide receiver and return specialist in the National Football League (NFL). He was drafted by the Denver Broncos in the fourth round of the 2006 NFL Draft. He played college football at Akron. He was also a member of New York Giants, with whom he became a two-time Super Bowl winner, as well as, a member of Carolina Panthers and Chicago Bears. ",http://en.wikipedia.org/wiki/Domenik_Hixon,//upload.wikimedia.org/wikipedia/commons/d/d9/Domenik_Hixon_with_Panthers.jpg
Dwayne Bowe,,,1,1,,,1,1,29.25,Kansas City Chiefs,Wide Receiver,30,21/09/1984,"Dwayne Lorenzo Bowe (born September 21, 1984) is an American football wide receiver for the Kansas City Chiefs of the National Football League (NFL). He was drafted by the Chiefs in the first round of the 2007 NFL Draft. He played college football at LSU. Bowe currently ranks first in the Chiefs record books in receiving-yards-per-game (65.1) and second in receptions-per-game (4.7) to Tony Gonzalez. ",http://en.wikipedia.org/wiki/Dwayne_Bowe,//upload.wikimedia.org/wikipedia/commons/c/c1/Dwayne_Bowe.JPG
Winston Justice,2,1,,,,,2,1,27.99,Indianapolis Colts,Offensive Tackle,30,14/09/1984,"Winston Frederick Justice (born September 14, 1984) is an American football offensive tackle who is currently a free agent. He was drafted by the Philadelphia Eagles in the second round (39th overall pick) of the 2006 NFL Draft. He played college football at USC. ",http://en.wikipedia.org/wiki/Winston_Justice,//upload.wikimedia.org/wikipedia/commons/d/db/Winston_Justice.JPG
Craig Stevens,2,1,1,1,,,3,2,28.14,Tennessee Titans,Tight End,30,1/09/1984,"Craig Chase Stevens (born September 1, 1984) is an American football tight end for the Tennessee Titans of the National Football League. He was drafted by the Titans in the third round of the 2008 NFL Draft. He played college football at California. ",http://en.wikipedia.org/wiki/Craig_Stevens_(American_football),//upload.wikimedia.org/wikipedia/commons/3/33/Craig_Stevens_%28American_football%29.JPG
Joe Staley,1,0,,,,,1,0,28.12,San Francisco 49ers,Offensive Tackle,30,30/08/1984,"Joe Staley (born August 30, 1984) is an American football offensive tackle for the San Francisco 49ers of the National Football League (NFL). He played college football for Central Michigan University, and was drafted in the first round (28th overall) of the 2007 NFL Draft. ",http://en.wikipedia.org/wiki/Joe_Staley,//upload.wikimedia.org/wikipedia/commons/a/ab/Joe_Staley.JPG
Delanie Walker,,,1,1,1,0,2,1,29.30,Tennessee Titans,Tight End,30,12/08/1984,"Hubert Delanie Walker (born August 12, 1984) is an American football tight end for the Tennessee Titans of the National Football League (NFL). He has also played fullback and wide receiver. He was drafted by the San Francisco 49ers in the sixth round of the 2006 NFL Draft. He played college football at Central Missouri. ",http://en.wikipedia.org/wiki/Delanie_Walker,//upload.wikimedia.org/wikipedia/commons/4/4c/Delanie_Walker_2009.jpg
Lorenzo Booker,1,0,,,,,1,0,28.24,Chicago Bears,Running Back,30,14/06/1984,"Lorenzo Adarryll Booker (born June 14, 1984) is an American football running back who is currently a free agent. He was drafted by the Miami Dolphins in the third round of the 2007 NFL Draft. He played college football at Florida State. ",http://en.wikipedia.org/wiki/Lorenzo_Booker,//upload.wikimedia.org/wikipedia/commons/7/7e/Lorenzo_Booker_in_2009.jpg
Donnie Avery,1,0,,,,,1,0,28.43,Indianapolis Colts,Wide Receiver,30,12/06/1984,"Donnie Dion Avery (born June 12, 1984) is an American football wide receiver for the Kansas City Chiefs of the National Football League. He was drafted by the St. Louis Rams in the second round of the 2008 NFL Draft. He played college football at Houston. ",http://en.wikipedia.org/wiki/Donnie_Avery,//upload.wikimedia.org/wikipedia/commons/9/9d/Donnie_Avery.JPG
John Carlson,1,2,1,3,,,2,5,28.44,Minnesota Vikings,Tight End,31,12/05/1984,"John David Carlson, Jr. (born May 12, 1984) is an American football tight end for the Arizona Cardinals of the National Football League (NFL). He was drafted by the Seattle Seahawks in the second round of the 2008 NFL Draft. He has also played for the Minnesota Vikings. He played college football at Notre Dame. ",http://en.wikipedia.org/wiki/John_Carlson_(American_football),//upload.wikimedia.org/wikipedia/commons/2/26/John_Carlson_%28American_football%29.JPG
Drew Stanton,,,,,1,1,1,1,30.41,Arizona Cardinals,Quarterback,31,7/05/1984,"Drew Emeric Stanton (born May 7, 1984) is an American football quarterback for the Arizona Cardinals of the National Football League (NFL). He was drafted by the Detroit Lions in the second round of the 2007 NFL Draft. He played college football at Michigan State. ",http://en.wikipedia.org/wiki/Drew_Stanton,//upload.wikimedia.org/wikipedia/commons/1/1d/Drew_Stanton.JPG
Montell Owens,1,0,,,,,1,0,28.39,Jacksonville Jaguars,Running Back,31,4/05/1984,"Montell Ernest Owens (born May 4, 1984) is an American football running back for the Detroit Lions of the National Football League. He played college football for the University of Maine, and was signed by the Jacksonville Jaguars as an undrafted free agent in 2006. Owens is regarded as one of the top special teams players in the NFL. ",http://en.wikipedia.org/wiki/Montell_Owens,http://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/10057.png
Anthony Fasano,,,1,2,,,1,2,29.61,Kansas City Chiefs,Tight End,31,20/04/1984,"Anthony Joseph Fasano (born April 20, 1984) is an American football tight end for the Kansas City Chiefs of the National Football League. He was drafted by the Dallas Cowboys in the second round of the 2006 NFL Draft. He played college football at Notre Dame. ",http://en.wikipedia.org/wiki/Anthony_Fasano,//upload.wikimedia.org/wikipedia/commons/c/c0/Anthony_Fasano_vs_Jets_cropped.jpg
Red Bryant,,,1,1,,,1,1,29.54,Seattle Seahawks,Defensive End,31,18/04/1984,"Joseph Anthony ""Red"" Bryant (born April 18, 1984) is an American football defensive end and defensive tackle for the Jacksonville Jaguars of the National Football League (NFL). He was drafted by the Seattle Seahawks in the fourth round of the 2008 NFL Draft. He played college football at Texas A&M. ",http://en.wikipedia.org/wiki/Red_Bryant,//upload.wikimedia.org/wikipedia/commons/c/c4/Red_Bryant_2012.JPG
Johnathan Joseph,,,,,1,0,1,0,30.55,Houston Texans,Cornerback,31,16/04/1984,"Johnathan Lee Joseph (born April 16, 1984), is an American football cornerback for the Houston Texans of the National Football League (NFL). Joseph played college football for the University of South Carolina. He was drafted 24th overall in the 2006 NFL Draft by the Cincinnati Bengals. ",http://en.wikipedia.org/wiki/Johnathan_Joseph,//upload.wikimedia.org/wikipedia/commons/3/30/Johnathan_Joseph_Bengals.jpg
Uche Nwaneri,1,1,,,,,1,1,28.76,Jacksonville Jaguars,Guard,31,20/03/1984,"Uchechukwu Eberechukwu ""Uche"" Nwaneri (pronounced OO-chay nwah-NEHR-ee ) is an American football guard who is currently a free agent. Uche was born in Dallas, Texas on March 20, 1984. He played college football for Purdue University after graduating from Naaman Forest High School. He was drafted by the Jacksonville Jaguars with the 149th overall pick in the 5th round of the 2007 NFL Draft. ",http://en.wikipedia.org/wiki/Uche_Nwaneri,//upload.wikimedia.org/wikipedia/en/0/0e/UcheNwaneri2009.jpg
Vernon Davis,1,0,1,0,,,2,0,28.89,San Francisco 49ers,Tight End,31,31/01/1984,"Vernon Leonard Davis (born January 31, 1984) is an American football tight end for the San Francisco 49ers of the National Football League (NFL). He was drafted in the first round (6th overall) of the 2006 NFL Draft by the 49ers. Upon entering the league, Davis signed to a five-year, $23 million deal that made him the highest paid tight end at the time. In 2009 Davis, co-led the NFL in touchdown receptions. In the 2011–12 NFL playoffs, Davis caught the game winning touchdown pass from Alex Smith against the New Orleans Saints, now referred to as ""The Grab,"" or ""The Catch III,"" in regard to "" The Catch "" by Dwight Clark in 1982 and "" The Catch II "" by Terrell Owens in 1999. Davis is considered one of the top tight ends in the NFL. In 2014 he was on holdout for particular reasons of players in the 2014-2015 season. ",http://en.wikipedia.org/wiki/Vernon_Davis,//upload.wikimedia.org/wikipedia/commons/5/5e/Vernon_Davis_-_San_Francisco_vs_Green_Bay_2012_%282%29.jpg
Brandon Meriweather,,,1,0,,,1,0,29.67,Washington Redskins,Safety,31,14/01/1984,"Brandon Meriweather (born January 14, 1984) is an American football safety for the Washington Redskins of the National Football League (NFL). He played college football for the University of Miami, and was drafted by the New England Patriots with the 24th overall pick in the 2007 NFL Draft. Meriweather has also played for the Chicago Bears. ",http://en.wikipedia.org/wiki/Brandon_Meriweather,//upload.wikimedia.org/wikipedia/commons/b/b3/Brandon_Meriweather_02.jpg
Kevin Boss,1,14,,,,,1,14,28.68,Kansas City Chiefs,Tight End,31,11/01/1984,"Kevin Antonio Boss (born January 11, 1984) is an American football tight end who is currently a free agent in the National Football League. He was drafted in the fifth round of the 2007 NFL Draft by the New York Giants out of Western Oregon University. ",http://en.wikipedia.org/wiki/Kevin_Boss,//upload.wikimedia.org/wikipedia/en/5/59/Kevinbossmall.jpg
Will Tukuafu,1,0,,,,,1,0,28.95,San Francisco 49ers,Defensive Tackle,31,3/01/1984,"William T. Tukuafu (born January 3, 1984) is an American football fullback for the Seattle Seahawks of the National Football League (NFL). He was signed by the Seattle Seahawks as an undrafted free agent in 2010. ",http://en.wikipedia.org/wiki/Will_Tukuafu,//upload.wikimedia.org/wikipedia/commons/3/3a/Will_Tukuafu.JPG
Jason Snelling,,,1,0,,,1,0,29.77,Atlanta Falcons,Running Back,31,29/12/1983,"Jason Michael Snelling (born December 29, 1983) is a former American football running back. He played his entire career with the Atlanta Falcons of the National Football League. He was drafted by the Falcons in the seventh round of the 2007 NFL Draft. He played college football at Virginia. ",http://en.wikipedia.org/wiki/Jason_Snelling,//upload.wikimedia.org/wikipedia/commons/4/47/Jason_Snelling_2013.jpg
Steve Vallos,,,1,1,,,1,1,29.98,Denver Broncos,Center,31,28/12/1983,"Steve Vallos (born December 28, 1983) is an American football center who is currently a free agent. He was most recently on the roster for the Tennessee Titans of the National Football League (NFL). He was drafted by the Seattle Seahawks in the seventh round of the 2007 NFL Draft. He was an all-American at Wake Forest. ",http://en.wikipedia.org/wiki/Steve_Vallos,//upload.wikimedia.org/wikipedia/commons/f/f1/Steve_Vallos.JPG
