Acquisitions ID,Acquired Company,Acquiring Company,Year of acquisition announcement,Deal announced on,Price,Status,Terms,Acquisition Profile,News,News Link
Amazon acquired Touchco in 2010,Touchco,Amazon,2010,3/02/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/954ba8ab28cbcb615a931bc2420eceee,Amazon acquired Touchco,http://www.nytimes.com/2010/02/04/technology/04amazon.html
Amazon acquired Twitch in 2014,Twitch,Amazon,2014,25/08/2014,"$970,000,000",Pending,Cash,http://www.crunchbase.com/acquisition/b3a7a87cff3f357a3928b9d51ace822d,Amazon’s Twitch Acquisition Is Official | TechCrunch,http://techcrunch.com/2014/08/25/amazon-will-officially-acquire-twitch/
Amazon acquired UpNext in 2012,UpNext,Amazon,2012,2/07/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/271a05508ee233824c57935b6f4bdf85,Amazon reportedly acquires UpNext 3D map wars begin in earnest (update: value might vary),http://www.engadget.com/2012/07/02/amazon-reportedly-acquires-upnext-for-3d-maps/
Amazon acquired Without A Box in 2008,Without A Box,Amazon,2008,18/01/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/5b48dbc5c320116c2970190a14078492,Amazon acquired Without A Box,http://www.emii.com/article.aspx?ArticleID=1854808
Amazon acquired Woot in 2010,Woot,Amazon,2010,30/06/2010,"$110,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/b678852fe10bb9474ffc8c22a226e080,Woot's Deal Of The Day: Woot! — Amazon Buys It. Price? $110 Million | TechCrunch,http://techcrunch.com/2010/06/30/woot-amazon/
Amazon acquired Yap in 2011,Yap,Amazon,2011,8/09/2011,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/edb0d944e0a73d040025e44a0d14ecbc,Amazon Has Acquired Yap the Closest Thing to a Siri Clone It Can Find,http://allthingsd.com/20111109/amazon-has-acquired-yap-the-closest-thing-to-a-siri-clone-it-can-find/
Amazon acquired Zappos in 2009,Zappos,Amazon,2009,22/07/2009,"$1,200,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/69bc6f55f4fdbe04a706560068a01ae3,"Amazon Buys Zappos, The Price is $928m. not $847m. | TechCrunch",http://techcrunch.com/2009/07/22/amazon-buys-zappos/
Amie Street acquired Songza in 2008,Songza,Amie Street,2008,1/10/2008,Undisclosed amount,Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/30bfcbfa91139ef3c9333ee0b92479f1,News Flash: Amie Street Swallowed Songza Six Months Ago | TechCrunch,http://techcrunch.com/2009/04/08/news-flash-amie-street-swallowed-songza-six-months-ago/
AOL acquired 5min Media in 2010,5min Media,AOL,2010,28/09/2010,"$65,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/dcd11f7a9be200bca20d199048e2502b,Confirmed: AOL Buys Video Syndication Company 5min (For $65 Million) | TechCrunch,http://techcrunch.com/2010/09/28/aol-5min/
AOL acquired Adap.tv in 2013,Adap.tv,AOL,2013,7/08/2013,"$405,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/b17069fc7b3c5d351543bb1a524510fa,AOL Is Acquiring Video Ad Platform Adap.tv For $405M | TechCrunch,http://techcrunch.com/2013/08/07/aol-is-acquiring-video-ad-platform-adap-tv-for-405m/
AOL acquired ADTECH in 2007,ADTECH,AOL,2007,16/05/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d5b6ea47253397b0a1bfa9ee2fda070b,Home (en) - ADTECH Ad Server Solutions,http://www.adtech.com/en/
AOL acquired Advertising.com in 2004,Advertising.com,AOL,2004,1/08/2004,"$435,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/a674a6a9ae250644ab1f7b085c3b4e52,,
AOL acquired Aiguarentacar in 2013,Aiguarentacar,AOL,2013,10/06/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/924f63fa8b8b375261aa9f2521fc4e81,Autonoleggio Alghero,http://www.aiguarentacar.it
AOL acquired Bebo in 2008,Bebo,AOL,2008,13/03/2008,"$850,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/4f8f3bf6b1e35bdc3acc1d7b8ea5746b,AOL Buys Bebo For $850 Million | TechCrunch,http://techcrunch.com/2008/03/13/aol-buys-bebo-for-750-million/
AOL acquired BookLink Technologies in 1994,BookLink Technologies,AOL,1994,1/12/1994,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a7fad2e25d061b81745b5daff032492f,America Online to Acquire Two Internet Companies - Information Today | HighBeam Research,http://www.highbeam.com/doc/1G1-16790062.html
AOL acquired buy.at in 2008,buy.at,AOL,2008,1/02/2008,"$125,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/ffed03f27fb5e41328d686add591912a,AOL acquires affiliate network to boost ad platform | TechCrunch,http://techcrunch.com/2008/02/05/aol-acquires-affiliate-network-to-boost-ad-platform/
AOL acquired Certify Data Systems in 2012,Certify Data Systems,AOL,2012,5/11/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/05e0c15a482542bdd4762b0d6680f7f8,AOL acquired Certify Data Systems,http://www.freshnews.com/news/722156/humana-acquires-certify-data-systems
AOL acquired CompuServe in 1997,CompuServe,AOL,1997,10/11/1997,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0fdbe4884b568dfc09ae15ca80640813,AOL-CompuServe deal cleared - CNET News,http://news.cnet.com/AOL-CompuServe-deal-cleared/2100-1033_3-205177.html
AOL acquired Convertro in 2014,Convertro,AOL,2014,6/05/2014,"$101,000,000",Pending,"Cash, Stock",http://www.crunchbase.com/acquisition/c5f689ab30f0a4e6f27c4c68a6563d02,Aol Buys Marketing Analytics Company Convertro For $101M (Memo),http://techcrunch.com/2014/05/06/aol-buys-marketing-analytics-company-convertro-for-101m-memo/
AOL acquired eVoice in 2008,eVoice,AOL,2008,1/07/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7656d581bd51df2471667570a5381ad4,,
AOL acquired GameDaily in 2006,GameDaily,AOL,2006,16/08/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/3637d6b9447522b4c9b58f5861b4d670,iTWire - Latest News,http://www.itwire.com/itwire-latest-news
AOL acquired gdgt in 2013,gdgt,AOL,2013,13/02/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/46bfc430f2dac089e2132ec33a0496ff,AOL buys GDGT to beef up engineering and design -- gives you a chance to delete your account,http://venturebeat.com/2013/02/13/aol-buys-gdgt-gives-you-a-chance-to-delete-your-account-if-this-freaks-you-out/
AOL acquired Global Network Navigator in 1996,Global Network Navigator,AOL,1996,25/11/1996,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/62135b4271826d02752b3e91536dcc56,Acquisition Agreement - America Online Inc. Global Network Navigator Inc. and Excite Inc.,http://corporate.findlaw.com/contracts/planning/acquisition-agreement-america-online-inc-global-network.html
AOL acquired Going in 2009,Going,AOL,2009,11/06/2009,"$10,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/3ced9a70a3e019e55a3dbbbb865437e3,AOL acquired Going,http://www.paidcontent.org/entry/419-aol-buys-two-local-news-startups/
AOL acquired Goowy in 2008,Goowy,AOL,2008,3/02/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/98419e2b4cd1dfd4358f64f62a743213,Amid Yahoo Turmoil AOL Makes An Acquisition | TechCrunch,http://techcrunch.com/2008/02/03/exclusive-amid-yahoo-turmoil-aol-makes-an-acquisition/
AOL acquired Gravity in 2014,Gravity,AOL,2014,23/01/2014,"$90,700,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/eff98178f792e6ddb6eaa8051c840361,Setting Its Sights On Content Personalization AOL To Acquire Gravity For $90.7M | TechCrunch,http://techcrunch.com/2014/01/23/aol-acquires-gravity/
AOL acquired Hipster in 2012,Hipster,AOL,2012,15/03/2012,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/c6873c1d37f7bf5d7fcf2c9e67841a34,Aol Snaps Up Hyper-Local Photosharing App Hipster | TechCrunch,http://techcrunch.com/2012/03/15/aol-snaps-up-hyper-local-photosharing-app-hipster/
AOL acquired iAmaze in 2000,iAmaze,AOL,2000,5/09/2000,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e435106d9895363b32b6ccf93ddf4e6c,AOL Acquires iAmaze - InternetNews.,http://www.internetnews.com/dev-news/article.php/452971
AOL acquired ICQ in 1998,ICQ,AOL,1998,8/06/1998,"$407,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/c8c8119f8913ca64d8d03034cfc003c5,AOL Buys Israel's Mirabilis - InternetNews.,http://www.internetnews.com/bus-news/article.php/21011
AOL acquired ImagiNation Network in 1996,ImagiNation Network,AOL,1996,6/08/1996,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/84727bd443106c37551f65cc19a5ad90,Press Releases | Time Warner Inc.,http://www.timewarner.com/newsroom/press-releases/
AOL acquired InfoInterActive in 2001,InfoInterActive,AOL,2001,19/05/2001,"$28,200,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/82c47955701e0901232c5134689c7842,"COMPANY NEWS, AOL TIME WARNER AGREES TO ACQUIRE INFOINTERACTIVE",http://www.nytimes.com/2001/05/19/business/company-news-aol-time-warner-agrees-to-acquire-infointeractive.html
AOL acquired Johnson-Grace in 1996,Johnson-Grace,AOL,1996,1/02/1996,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/46e896171ce20915605f80b062f0cc77,"AMERICA ONLINE INC. ACQUIRES JOHNSON-GRACE, TECHNOLOGY BRINGS RICH GRAPHICS AND SOUNDS TO AOL AND THE WEB, ENHANCES INTERACTIVE EXPERIENCE FOR MILLIONS OF CONSUMERS CONNECTING AT LOW SPEEDS - Free Online Library","http://www.thefreelibrary.com/AMERICA+ONLINE+INC.+ACQUIRES+JOHNSON-GRACE,+TECHNOLOGY+BRINGS+RICH...-a017923353"
AOL acquired Lightningcast in 2006,Lightningcast,AOL,2006,1/05/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/27d4005141d37d917aa1ddfe0b51dbed,AOL acquires Lightningcast - CNET News,http://news.cnet.com/AOL-acquires-Lightningcast/2100-1025_3-6073772.html
AOL acquired MailBlocks in 2005,MailBlocks,AOL,2005,4/08/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/6de11a777ad15eda97e70758a943a485,Press Releases | Time Warner Inc.,http://www.timewarner.com/newsroom/press-releases/
AOL acquired MapQuest in 1999,MapQuest,AOL,1999,22/12/1999,"$1,100,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/9f98598a17df5faeb8694d97d095b320,AOL Buys MapQuest in Billion Dollar Deal,http://www.ecommercetimes.com/story/2068.html
AOL acquired Medior in 1995,Medior,AOL,1995,23/05/1995,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e8adff121a0a16f411d45692343cf6c0,AOL Plans To Buy 2 Bay Firms,http://www.sfgate.com/business/article/AOL-Plans-To-Buy-2-Bay-Firms-3033132.php
AOL acquired MMAFighting.com in 2009,MMAFighting.com,AOL,2009,15/07/2009,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a1be07f15bcd5fbf49bfec7e8373ce45,AOL acquired MMAFighting.com,http://paidcontent.org/article/419-aol-tries-a-little-ma-jujitsu-buys-martial-arts-site-mmafighting/
AOL acquired MovieFone in 1999,MovieFone,AOL,1999,1/05/1999,"$525,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/9206ab0e9e2e8b232ff69db759cd1fbe,AOL acquired MovieFone,http://news.cnet.com/Short-Take-AOL-acquires-MovieFone/2110-1023_3-226471.html
AOL acquired MusicNow in 2005,MusicNow,AOL,2005,3/11/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/81c2ca2a4be46de2c3cc8544bc0b1887,AOL Corp,http://corp.aol.com/
AOL acquired NaviSoft in 1994,NaviSoft,AOL,1994,1/12/1994,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/0ef5c7b19d872d159dd86f5d2f462b3f,America Online to Acquire Two Internet Companies - Information Today | HighBeam Research,http://www.highbeam.com/doc/1G1-16790062.html
AOL acquired Netscape in 1998,Netscape,AOL,1998,28/11/1998,"$4,200,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/dee4c92cc40c46ab1e66f0262940d543,AOL buys Netscape for $4.2 billion - CNET News,http://news.cnet.com/2100-1023-218360.html
AOL acquired Nullsoft in 1999,Nullsoft,AOL,1999,1/06/1999,"$80,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/ae64f358d091777a2569ad18b3729283,AOL buys Spinner Nullsoft for $400 million - CNET News,http://news.cnet.com/2100-1023-226540.html
AOL acquired Outside.in in 2011,Outside.in,AOL,2011,4/03/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/87dc6fb82814ae1740e60dd047024dbd,Confirmed: AOL's Patch Buys Hyperlocal News Site Outside.In | TechCrunch,http://techcrunch.com/2011/03/04/aol-outside-in/
AOL acquired Patch in 2009,Patch,AOL,2009,11/06/2009,"$7,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/df8bb435fd4bcc6f6cd655951f0b79b4,AOL acquired Patch,http://www.paidcontent.org/entry/419-aol-buys-two-local-news-startups/
AOL acquired Personal Library Software in 1998,Personal Library Software,AOL,1998,26/01/1998,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/cb39de425723a3f7387aecb61e68ee8d,AOL Acquires Personal Library Software,http://newsbreaks.infotoday.com/nbReader.asp?ArticleId=18018
AOL acquired Pictela in 2010,Pictela,AOL,2010,16/12/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/c027d237ce07f88da7f7fe084669ec15,AOL acquired Pictela,http://www.freshnews.com/news/428348/aol-acquires-pictela
AOL acquired PrecisionDemand in 2014,PrecisionDemand,AOL,2014,22/05/2014,Undisclosed amount,Pending,Undisclosed,http://www.crunchbase.com/acquisition/a323c33e428fda8a97a94673830c1850,AOL Pushes Into Linear TV: Acquires Audience Targeter PrecisionDemand Merges With Adap.tv,http://www.mediapost.com/publications/article/226412/aol-pushes-into-linear-tv-acquires-audience-targe.html
AOL acquired Quack in 2000,Quack,AOL,2000,2/09/2000,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/a8d5b73f1fe0da427abe8338eda20bc8,AOL Acquires Voice Portal Quack.com,http://www.computerworld.com.au/article/80594/aol_acquires_voice_portal_quack_com/
AOL acquired Quigo in 2007,Quigo,AOL,2007,7/11/2007,"$363,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/ad686848af5fcca55969144dbb6a9135,,
AOL acquired Rally Up in 2010,Rally Up,AOL,2010,31/08/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/1cc15245554380f8c02e7e6cbeb43f8e,AOL Scoops Up Rally Up To Boost Their Mobile Team | TechCrunch,http://techcrunch.com/2010/08/31/aol-rally-up/
AOL acquired Relegence in 2006,Relegence,AOL,2006,6/11/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/ea5ff9fc0f7a22959b5f6a788233f95b,AOL acquired Relegence,http://www.relegence.com/November8.htm
AOL acquired Singing Fish in 2003,Singing Fish,AOL,2003,19/11/2003,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/2b47f035cc49148504f2ac5fee68e983,AOL acquired Singing Fish,http://news.zdnet.com/2100-9584_22-132920.html
AOL acquired Socialthing in 2008,Socialthing,AOL,2008,21/08/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/4e6395d63ac82bd87fa64028d0143cb9,"Suddenly AOL Loves Lifestreaming, Buys Socialthing! | TechCrunch",http://techcrunch.com/2008/08/01/suddenly-aol-loves-lifestreaming-buys-socialthing/
AOL acquired Sphere in 2008,Sphere,AOL,2008,15/04/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/3fbd0ec52d2549a5abed4f5470061db1,AOL acquired Sphere,http://www.redherring.com/Home/24126
AOL acquired Spinner.com in 1999,Spinner.com,AOL,1999,1/06/1999,"$320,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/dbd664513bcbaf823610880ecf1de3c2,AOL buys Spinner Nullsoft for $400 million - CNET News,http://news.cnet.com/2100-1023-226540.html
AOL acquired Surphace in 2008,Surphace,AOL,2008,1/04/2008,"$25,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7358c443b098fd4d8060fed1b4c742cf,AOL Buys Sphere's Blog Content Engine | TechCrunch,http://techcrunch.com/2008/04/14/aol-buys-sphere-content-engine/
AOL acquired Tacoda in 2007,Tacoda,AOL,2007,24/07/2007,"$275,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/d1705081f368501fd264c9bc086ff8e9,Tech,http://www.businessinsider.com/sai
AOL acquired TechCrunch in 2010,TechCrunch,AOL,2010,28/09/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/3d488b8c2724bce0afdc71e1fa13cb3e,Tim Armstrong: We Got TechCrunch! | TechCrunch,http://techcrunch.com/2010/09/28/tim-armstrong-we-got-techcrunch/
AOL acquired The Huffington Post in 2011,The Huffington Post,AOL,2011,7/02/2011,"$315,000,000",Complete,Cash,http://www.crunchbase.com/acquisition/213491d0083ed10d9037cbcb4948c7b7,,
AOL acquired Thing Labs in 2010,Thing Labs,AOL,2010,28/09/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f3df2f0ad094309efb6e856d69090cdb,Our New Parent AOL Confirms Our Scoop On Them Buying Thing Labs | TechCrunch,http://techcrunch.com/2010/09/28/aol-thing-labs/
AOL acquired Third Screen Media in 2007,Third Screen Media,AOL,2007,1/05/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/74a2157abf14919d6e9721e8dcf84b45,AOL Acquires Mobile Ad Firm Third Screen Media,http://www.clickz.com/clickz/news/1700337/aol-acquires-mobile-ad-firm-third-screen-media
AOL acquired Truveo in 2006,Truveo,AOL,2006,10/01/2006,Undisclosed amount,Undisclosed,Stock,http://www.crunchbase.com/acquisition/9f88415d26a767e3cc6f24f3a2756ced,,
AOL acquired Unblab in 2010,Unblab,AOL,2010,2/12/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/6db6dec4d54ab4053551ae589e77dbec,AOL Acquires Email Prioritization App Unblab To Boost Project Phoenix | TechCrunch,http://techcrunch.com/2010/12/01/email-prioritization-app-unblab-acquired-by-aol/
AOL acquired Userplane in 2006,Userplane,AOL,2006,14/08/2006,"$40,000,000",Undisclosed,"Cash, Stock",http://www.crunchbase.com/acquisition/0826fb77d5812df6e378f23119fc5275,Userplane purchased by AOL | TechCrunch,http://techcrunch.com/2006/08/14/userplane-purchased-by-aol/
AOL acquired Weblogs in 2005,Weblogs,AOL,2005,16/10/2005,Undisclosed amount,Undisclosed,Cash,http://www.crunchbase.com/acquisition/293823e0305b44a227e6cc81a69326e5,AOL acquired Weblogs,http://rtnzxyupyoys.com/
AOL acquired When in 1999,When,AOL,1999,1/04/1999,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/aff51d85c9ba9c032a59fbf013cc26b3,AOL acquired When,http://www.pcworld.com/article/10405/aol_buys_calendar_company.html
AOL acquired WildSeed in 2005,WildSeed,AOL,2005,7/08/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f0df2213dd973447dcddd9f1ee64b9df,AOL acquires skins-maker Wildseed,http://connectedplanetonline.com/wireless/news/AOL_Wildseed_wireless/
