ID,Traded Currencies,Percentage of Market,Source,Volume (17 Oct. '14),Price,Volume (%)
Bittrex - PayProCoin / Bitcoin,"PayProCoin, Bitcoin",0.00%,Bittrex,$803,$0.00,98.33 %
C-CEX - PayProCoin / Bitcoin,"PayProCoin, Bitcoin",0.00%,C-CEX,$14,$0.00,1.67 %
AllCoin - PayzorCoin / Bitcoin,"PayzorCoin, Bitcoin",0.00%,AllCoin,$0,$0.00,100.00 %
AllCoin - Peercoin / Bitcoin,"Peercoin, Bitcoin",0.36%,AllCoin,"$1,396",$1.03,1.13 %
BTC-E - Peercoin / Bitcoin,"Peercoin, Bitcoin",0.36%,BTC-E,"$34,591",$1.04,27.90 %
BTER - Peercoin / Bitcoin,"Peercoin, Bitcoin",0.36%,BTER,"$1,528",$1.03,1.23 %
Cryptsy - Peercoin / Bitcoin,"Peercoin, Bitcoin",0.36%,Cryptsy,"$1,682",$1.04,1.36 %
Vircurex - Peercoin / Bitcoin,"Peercoin, Bitcoin",0.36%,Vircurex,$34,$1.03,0.03 %
Vault of Satoshi - Peercoin / Canadian Dollars,"Peercoin, Canadian Dollars",0.36%,Vault of Satoshi,$61,$1.07,0.05 %
BTC - Peercoin / Chinese Yuan,"Peercoin, Chinese Yuan",0.36%,BTC,"$3,469",$1.01,2.80 %
BTER - Peercoin / Chinese Yuan,"Peercoin, Chinese Yuan",0.36%,BTER,$547,$1.03,0.44 %
Cryptsy - Peercoin / Litecoin,"Peercoin, Litecoin",0.36%,Cryptsy,$47,$1.11,0.04 %
BTC-E - Peercoin / US Dollar,"Peercoin, US Dollar",0.36%,BTC-E,"$80,586",$1.02,65.01 %
C-CEX - PeleCoin / Bitcoin,"PeleCoin, Bitcoin",0.00%,C-CEX,$0,$0.00,100.00 %
SwissCEX - Penguincoin / Dogecoin,"Penguincoin, Dogecoin",0.00%,SwissCEX,$4,$0.00,100.00 %
AllCoin - Penguincoin / Litecoin,"Penguincoin, Litecoin",0.00%,AllCoin,$0,$0,0.00 %
SwissCEX - Pennies / Dogecoin,"Pennies, Dogecoin",0.00%,SwissCEX,$63,$0.00,100.00 %
Bittrex - Pesa / Bitcoin,"Pesa, Bitcoin",0.00%,Bittrex,$264,$0.00,100.00 %
Bittrex - Pesetacoin / Bitcoin,"Pesetacoin, Bitcoin",0.00%,Bittrex,$76,$0.00,100.00 %
AllCoin - PHCoin / Bitcoin,"PHCoin, Bitcoin",0.00%,AllCoin,$0,$0.00,100.00 %
Cryptsy - Philosopher Stones / Bitcoin,"Philosopher Stones, Bitcoin",0.00%,Cryptsy,$143,$0.04,100.00 %
Cryptsy - Phoenixcoin / Bitcoin,"Phoenixcoin, Bitcoin",0.00%,Cryptsy,$52,$0.00,87.12 %
Cryptsy - Phoenixcoin / Litecoin,"Phoenixcoin, Litecoin",0.00%,Cryptsy,$6,$0.00,10.45 %
Cryptsy - Phoenixcoin / Ripple,"Phoenixcoin, Ripple",0.00%,Cryptsy,$1,$0.00,2.43 %
Atomic Trade - Photon / Litecoin,"Photon, Litecoin",0.00%,Atomic Trade,$0,$0.00,100.00 %
Poloniex - Piggycoin / Bitcoin,"Piggycoin, Bitcoin",0.00%,Poloniex,$0,$0.00,100.00 %
Bittrex - PinkCoin / Bitcoin,"PinkCoin, Bitcoin",0.00%,Bittrex,"$1,572",$0.00,99.07 %
Poloniex - PinkCoin / Bitcoin,"PinkCoin, Bitcoin",0.00%,Poloniex,$11,$0.00,0.71 %
useCryptos - PinkCoin / Bitcoin,"PinkCoin, Bitcoin",0.00%,useCryptos,$4,$0.00,0.22 %
Bittrex - Plankton / Bitcoin,"Plankton, Bitcoin",0.00%,Bittrex,$14,$0.00,32.02 %
C-CEX - Plankton / Bitcoin,"Plankton, Bitcoin",0.00%,C-CEX,$29,$0.00,67.98 %
Bitorado - PLNcoin / Bitcoin,"PLNcoin, Bitcoin",0.00%,Bitorado,$9,$0.00,100.00 %
Bittrex - PlutoniumCoin / Bitcoin,"PlutoniumCoin, Bitcoin",0.00%,Bittrex,$13,$0.01,100.00 %
Coin-Swap - PotatoCoin / Bitcoin,"PotatoCoin, Bitcoin",0.00%,Coin-Swap,$23,$0.00,100.00 %
Bittrex - PotCoin / Bitcoin,"PotCoin, Bitcoin",0.02%,Bittrex,"$1,750",$0.00,22.66 %
Bleutrade - PotCoin / Bitcoin,"PotCoin, Bitcoin",0.02%,Bleutrade,$5,$0.00,0.07 %
Coin-Swap - PotCoin / Bitcoin,"PotCoin, Bitcoin",0.02%,Coin-Swap,$1,$0.00,0.02 %
Cryptsy - PotCoin / Bitcoin,"PotCoin, Bitcoin",0.02%,Cryptsy,"$5,722",$0.00,74.12 %
Poloniex - PotCoin / Bitcoin,"PotCoin, Bitcoin",0.02%,Poloniex,$192,$0.00,2.49 %
SwissCEX - PotCoin / Bitcoin,"PotCoin, Bitcoin",0.02%,SwissCEX,$13,$0.00,0.17 %
Bleutrade - PotCoin / Dogecoin,"PotCoin, Dogecoin",0.02%,Bleutrade,$0,$0.00,0.00 %
SwissCEX - PotCoin / Dogecoin,"PotCoin, Dogecoin",0.02%,SwissCEX,$9,$0.00,0.11 %
Cryptsy - PotCoin / Ripple,"PotCoin, Ripple",0.02%,Cryptsy,$28,$0.00,0.36 %
Bittrex - Prime-XI / Bitcoin,"Prime-XI, Bitcoin",0.00%,Bittrex,$1,$0.00,0.30 %
C-CEX - Prime-XI / Bitcoin,"Prime-XI, Bitcoin",0.00%,C-CEX,$468,$0.00,99.70 %
Crypto-Trade - Prime-XI / Bitcoin,"Prime-XI, Bitcoin",0.00%,Crypto-Trade,$0,$0.00,0.00 %
BTC-E - Primecoin / Bitcoin,"Primecoin, Bitcoin",0.07%,BTC-E,"$20,364",$0.20,89.77 %
BTER - Primecoin / Bitcoin,"Primecoin, Bitcoin",0.07%,BTER,$137,$0.20,0.60 %
Cryptsy - Primecoin / Bitcoin,"Primecoin, Bitcoin",0.07%,Cryptsy,$696,$0.19,3.07 %
mcxNOW - Primecoin / Bitcoin,"Primecoin, Bitcoin",0.07%,mcxNOW,$20,$0.18,0.09 %
Poloniex - Primecoin / Bitcoin,"Primecoin, Bitcoin",0.07%,Poloniex,$5,$0.19,0.02 %
SwissCEX - Primecoin / Bitcoin,"Primecoin, Bitcoin",0.07%,SwissCEX,$0,$0.25,0.00 %
Vircurex - Primecoin / Bitcoin,"Primecoin, Bitcoin",0.07%,Vircurex,$62,$0.19,0.27 %
BTC - Primecoin / Chinese Yuan,"Primecoin, Chinese Yuan",0.07%,BTC,"$1,181",$0.19,5.20 %
BTER - Primecoin / Chinese Yuan,"Primecoin, Chinese Yuan",0.07%,BTER,$193,$0.20,0.85 %
Cryptsy - Primecoin / Litecoin,"Primecoin, Litecoin",0.07%,Cryptsy,$25,$0.19,0.11 %
Nxt Asset Exchange - Privatebet / Nxt,"Privatebet, Nxt",0.00%,Nxt Asset Exchange,$24,$0.69,100.00 %
Poloniex - ProsperCoin / Bitcoin,"ProsperCoin, Bitcoin",0.00%,Poloniex,$314,$0.00,100.00 %
C-CEX - ProzCoin / Bitcoin,"ProzCoin, Bitcoin",0.00%,C-CEX,$179,$0.00,100.00 %
Bittrex - PseudoCash / Bitcoin,"PseudoCash, Bitcoin",0.00%,Bittrex,$50,$0.00,100.00 %
Cryptsy - PseudoCash / Bitcoin,"PseudoCash, Bitcoin",0.00%,Cryptsy,$0,$0.00,0.00 %
Bittrex - Pyramids / Bitcoin,"Pyramids, Bitcoin",0.00%,Bittrex,$109,$0.00,97.00 %
C-CEX - Pyramids / Bitcoin,"Pyramids, Bitcoin",0.00%,C-CEX,$3,$0.00,3.00 %
Poloniex - Qibuck / Bitcoin,"Qibuck, Bitcoin",0.00%,Poloniex,"$1,059",$0.15,100.00 %
BTER - Qora / Bitcoin,"Qora, Bitcoin",0.00%,BTER,"$1,203",$0.00,93.73 %
Poloniex - Qora / Bitcoin,"Qora, Bitcoin",0.00%,Poloniex,$80,$0.00,6.27 %
Poloniex - Qora / Monero,"Qora, Monero",0.00%,Poloniex,$0,$0.00,0.00 %
BTER - Quark / Bitcoin,"Quark, Bitcoin",0.01%,BTER,$58,$0.01,1.77 %
Coins-E - Quark / Bitcoin,"Quark, Bitcoin",0.01%,Coins-E,$1,$0.01,0.03 %
Cryptsy - Quark / Bitcoin,"Quark, Bitcoin",0.01%,Cryptsy,$204,$0.01,6.20 %
useCryptos - Quark / Bitcoin,"Quark, Bitcoin",0.01%,useCryptos,$75,$0.01,2.28 %
Vircurex - Quark / Bitcoin,"Quark, Bitcoin",0.01%,Vircurex,$13,$0.01,0.40 %
Bittylicious - Quark / British Pound,"Quark, British Pound",0.01%,Bittylicious,$0,$0.01,0.00 %
Vault of Satoshi - Quark / Canadian Dollars,"Quark, Canadian Dollars",0.01%,Vault of Satoshi,$0,$0.00,0.00 %
BTC - Quark / Chinese Yuan,"Quark, Chinese Yuan",0.01%,BTC,"$2,881",$0.01,87.68 %
BTER - Quark / Chinese Yuan,"Quark, Chinese Yuan",0.01%,BTER,$38,$0.01,1.15 %
Cryptsy - Quark / Litecoin,"Quark, Litecoin",0.01%,Cryptsy,$16,$0.01,0.49 %
AllCoin - Quarkbar / Bitcoin,"Quarkbar, Bitcoin",0.00%,AllCoin,$34,$0.00,100.00 %
Bittrex - Quatloo / Bitcoin,"Quatloo, Bitcoin",0.01%,Bittrex,"$2,660",$0.02,91.75 %
Coin-Swap - Quatloo / Bitcoin,"Quatloo, Bitcoin",0.01%,Coin-Swap,$0,$0.03,0.01 %
Poloniex - Quatloo / Bitcoin,"Quatloo, Bitcoin",0.01%,Poloniex,$239,$0.03,8.25 %
HitBTC - QuazarCoin / Bitcoin,"QuazarCoin, Bitcoin",0.00%,HitBTC,$13,$0.01,100.00 %
Bittrex - QuidCoin / Bitcoin,"QuidCoin, Bitcoin",0.00%,Bittrex,$89,$0.00,100.00 %
Cryptsy - RabbitCoin / Litecoin,"RabbitCoin, Litecoin",0.00%,Cryptsy,$46,$0.00,100.00 %
Bittrex - RawCoin / Bitcoin,"RawCoin, Bitcoin",0.00%,Bittrex,$137,$0.00,100.00 %
Bittrex - Razor / Bitcoin,"Razor, Bitcoin",0.00%,Bittrex,"$1,503",$0.06,91.76 %
Coins-E - Razor / Bitcoin,"Razor, Bitcoin",0.00%,Coins-E,$12,$0.08,0.72 %
Cryptsy - Razor / Bitcoin,"Razor, Bitcoin",0.00%,Cryptsy,$114,$0.07,6.95 %
Bittrex - Razor / BlackCoin,"Razor, BlackCoin",0.00%,Bittrex,$0,$0.09,0.00 %
Cryptsy - Razor / Litecoin,"Razor, Litecoin",0.00%,Cryptsy,$9,$0.08,0.57 %
Coins-E - RedCoin / Bitcoin,"RedCoin, Bitcoin",0.00%,Coins-E,$0,$0.00,0.00 %
Cryptex - RedCoin / Bitcoin,"RedCoin, Bitcoin",0.00%,Cryptex,$0,$0.00,86.62 %
BTER - RedCoin / Chinese Yuan,"RedCoin, Chinese Yuan",0.00%,BTER,$0,$0.00,0.00 %
BTER - RedCoin / Litecoin,"RedCoin, Litecoin",0.00%,BTER,$0,$0.00,0.00 %
Cryptex - RedCoin / Litecoin,"RedCoin, Litecoin",0.00%,Cryptex,$0,$0.00,0.00 %
Cryptsy - RedCoin / Litecoin,"RedCoin, Litecoin",0.00%,Cryptsy,$0,$0.00,13.38 %
AllCoin - ReddCoin / Bitcoin,"ReddCoin, Bitcoin",0.01%,AllCoin,$4,$0.00,0.10 %
Bittrex - ReddCoin / Bitcoin,"ReddCoin, Bitcoin",0.01%,Bittrex,"$1,118",$0.00,25.37 %
Cryptsy - ReddCoin / Bitcoin,"ReddCoin, Bitcoin",0.01%,Cryptsy,"$2,743",$0.00,62.22 %
SwissCEX - ReddCoin / Bitcoin,"ReddCoin, Bitcoin",0.01%,SwissCEX,$0,$0.00,0.01 %
Bleutrade - ReddCoin / Dogecoin,"ReddCoin, Dogecoin",0.01%,Bleutrade,$0,$0.00,0.00 %
Cryptsy - ReddCoin / Litecoin,"ReddCoin, Litecoin",0.01%,Cryptsy,$538,$0.00,12.21 %
Cryptsy - ReddCoin / Ripple,"ReddCoin, Ripple",0.01%,Cryptsy,$4,$0.00,0.10 %
Cryptsy - ReddCoin / US Dollar,"ReddCoin, US Dollar",0.01%,Cryptsy,$0,$0.00,0.00 %
C-CEX - RescueCoin / Bitcoin,"RescueCoin, Bitcoin",0.00%,C-CEX,$2,$0.00,100.00 %
Nxt Asset Exchange - ReserveShare / Nxt,"ReserveShare, Nxt",0.00%,Nxt Asset Exchange,$10,$0.00,100.00 %
Poloniex - Riecoin / Bitcoin,"Riecoin, Bitcoin",0.00%,Poloniex,$38,$0.01,6.86 %
BTC - Riecoin / Chinese Yuan,"Riecoin, Chinese Yuan",0.00%,BTC,$523,$0.01,93.14 %
AllCoin - Ringo / Bitcoin,"Ringo, Bitcoin",0.00%,AllCoin,$6,$0.00,78.73 %
Mona Tore - Ringo / Bitcoin,"Ringo, Bitcoin",0.00%,Mona Tore,$2,$0.00,21.27 %
Bittrex - RipoffCoin / Bitcoin,"RipoffCoin, Bitcoin",0.00%,Bittrex,$150,$0.00,61.39 %
Coin-Swap - RipoffCoin / Bitcoin,"RipoffCoin, Bitcoin",0.00%,Coin-Swap,$0,$0.00,0.00 %
Cryptsy - RipoffCoin / Bitcoin,"RipoffCoin, Bitcoin",0.00%,Cryptsy,$94,$0.00,38.61 %
AllCoin - Ripple / Bitcoin,"Ripple, Bitcoin",0.74%,AllCoin,"$1,644",$0.00,0.64 %
BTC - Ripple / Bitcoin,"Ripple, Bitcoin",0.74%,BTC,$1,$0.00,0.00 %
Justcoin - Ripple / Bitcoin,"Ripple, Bitcoin",0.74%,Justcoin,$369,$0.00,0.14 %
Kraken - Ripple / Bitcoin,"Ripple, Bitcoin",0.74%,Kraken,$376,$0.00,0.15 %
Poloniex - Ripple / Bitcoin,"Ripple, Bitcoin",0.74%,Poloniex,$100,$0.00,0.04 %
Ripple Charts - Ripple / Bitcoin,"Ripple, Bitcoin",0.74%,Ripple Charts,"$74,656",$0.00,29.09 %
BTC - Ripple / Chinese Yuan,"Ripple, Chinese Yuan",0.74%,BTC,"$19,453",$0.00,7.58 %
Ripple Charts - Ripple / Chinese Yuan,"Ripple, Chinese Yuan",0.74%,Ripple Charts,"$33,742",$0.00,13.15 %
Ripple Charts - Ripple / Japanese Yen,"Ripple, Japanese Yen",0.74%,Ripple Charts,"$16,693",$0.01,6.50 %
Ripple Charts - Ripple / US Dollar,"Ripple, US Dollar",0.74%,Ripple Charts,"$109,647",$0.00,42.72 %
Cryptsy - RonPaulCoin / Bitcoin,"RonPaulCoin, Bitcoin",0.00%,Cryptsy,$30,$0.04,100.00 %
Bittrex - RootCoin / Bitcoin,"RootCoin, Bitcoin",0.00%,Bittrex,$599,$0.02,100.00 %
C-CEX - RootCoin / Bitcoin,"RootCoin, Bitcoin",0.00%,C-CEX,$0,$0.04,0.00 %
Bittrex - RosCoin / Bitcoin,"RosCoin, Bitcoin",0.04%,Bittrex,"$14,979",$0.00,100.00 %
Cryptsy - RotoCoin / Bitcoin,"RotoCoin, Bitcoin",0.00%,Cryptsy,$1,$0.01,100.00 %
BTER - ROXcoin / Bitcoin,"ROXcoin, Bitcoin",0.00%,BTER,$43,$0.00,100.00 %
Bittrex - Ruble / Bitcoin,"Ruble, Bitcoin",0.00%,Bittrex,$200,$0.00,99.87 %
C-CEX - Ruble / Bitcoin,"Ruble, Bitcoin",0.00%,C-CEX,$0,$0.01,0.13 %
Bittrex - Rubycoin / Bitcoin,"Rubycoin, Bitcoin",0.00%,Bittrex,$38,$0.00,83.53 %
Bleutrade - Rubycoin / Bitcoin,"Rubycoin, Bitcoin",0.00%,Bleutrade,$0,$0.00,0.00 %
Poloniex - Rubycoin / Bitcoin,"Rubycoin, Bitcoin",0.00%,Poloniex,$0,$0.00,0.00 %
SwissCEX - Rubycoin / Bitcoin,"Rubycoin, Bitcoin",0.00%,SwissCEX,$7,$0.00,16.47 %
Bittrex - SaffronCoin / Bitcoin,"SaffronCoin, Bitcoin",0.01%,Bittrex,"$3,489",$0.00,94.12 %
BTER - SaffronCoin / Bitcoin,"SaffronCoin, Bitcoin",0.01%,BTER,$0,$0.00,0.00 %
Cryptsy - SaffronCoin / Bitcoin,"SaffronCoin, Bitcoin",0.01%,Cryptsy,$218,$0.00,5.88 %
Bleutrade - SambaCoin / Bitcoin,"SambaCoin, Bitcoin",0.00%,Bleutrade,$1,$0.00,100.00 %
Cryptsy - Saturn2Coin / Bitcoin,"Saturn2Coin, Bitcoin",0.00%,Cryptsy,$5,$0.00,100.00 %
Bleutrade - Scotcoin / Bitcoin,"Scotcoin, Bitcoin",0.00%,Bleutrade,$68,$0.00,62.69 %
Comkort - Scotcoin / Bitcoin,"Scotcoin, Bitcoin",0.00%,Comkort,$5,$0.00,4.31 %
SwissCEX - Scotcoin / Bitcoin,"Scotcoin, Bitcoin",0.00%,SwissCEX,$32,$0.00,29.48 %
Bleutrade - Scotcoin / Dogecoin,"Scotcoin, Dogecoin",0.00%,Bleutrade,$4,$0.00,3.53 %
BTER - SecureCoin / Bitcoin,"SecureCoin, Bitcoin",0.00%,BTER,$2,$0.02,0.18 %
Cryptsy - SecureCoin / Bitcoin,"SecureCoin, Bitcoin",0.00%,Cryptsy,$77,$0.02,8.28 %
BTC - SecureCoin / Chinese Yuan,"SecureCoin, Chinese Yuan",0.00%,BTC,$847,$0.02,91.35 %
BTER - SecureCoin / Chinese Yuan,"SecureCoin, Chinese Yuan",0.00%,BTER,$2,$0.02,0.18 %
Bittrex - SeedCoin / Bitcoin,"SeedCoin, Bitcoin",0.00%,Bittrex,$410,$0.06,100.00 %
Cryptsy - Sexcoin / Bitcoin,"Sexcoin, Bitcoin",0.00%,Cryptsy,$18,$0.00,77.30 %
Cryptsy - Sexcoin / Litecoin,"Sexcoin, Litecoin",0.00%,Cryptsy,$5,$0.00,22.70 %
AllCoin - SHACoin / Bitcoin,"SHACoin, Bitcoin",0.00%,AllCoin,$1,$0.00,100.00 %
Bittrex - ShadeCoin / Bitcoin,"ShadeCoin, Bitcoin",0.00%,Bittrex,$569,$0.00,94.79 %
Cryptsy - ShadeCoin / Bitcoin,"ShadeCoin, Bitcoin",0.00%,Cryptsy,$31,$0.00,5.21 %
Bittrex - ShadowCash / Bitcoin,"ShadowCash, Bitcoin",0.00%,Bittrex,$938,$0.07,88.99 %
C-CEX - ShadowCash / Bitcoin,"ShadowCash, Bitcoin",0.00%,C-CEX,$0,$0.07,0.00 %
Coin-Swap - ShadowCash / Bitcoin,"ShadowCash, Bitcoin",0.00%,Coin-Swap,$0,$0.38,0.00 %
Cryptsy - ShadowCash / Bitcoin,"ShadowCash, Bitcoin",0.00%,Cryptsy,$35,$0.07,3.31 %
Poloniex - ShadowCash / Bitcoin,"ShadowCash, Bitcoin",0.00%,Poloniex,$81,$0.08,7.70 %
Bittrex - ShibeCoin / Bitcoin,"ShibeCoin, Bitcoin",0.00%,Bittrex,$3,$0.00,96.79 %
Coin-Swap - ShibeCoin / Bitcoin,"ShibeCoin, Bitcoin",0.00%,Coin-Swap,$0,$0.00,3.21 %
Cryptsy - ShieldCoin / Bitcoin,"ShieldCoin, Bitcoin",0.00%,Cryptsy,$8,$0.01,100.00 %
Coin-Swap - Shinycoin / Bitcoin,"Shinycoin, Bitcoin",0.00%,Coin-Swap,$0,$0.01,0.00 %
Poloniex - ShopX / Bitcoin,"ShopX, Bitcoin",0.00%,Poloniex,$0,$0.00,100.00 %
Bittrex - Silkcoin / Bitcoin,"Silkcoin, Bitcoin",0.00%,Bittrex,$6,$0.00,26.49 %
Cryptsy - Silkcoin / Bitcoin,"Silkcoin, Bitcoin",0.00%,Cryptsy,$17,$0.00,73.51 %
Poloniex - Silkcoin / Bitcoin,"Silkcoin, Bitcoin",0.00%,Poloniex,$0,$0.00,0.00 %
AllCoin - Skeincoin / Bitcoin,"Skeincoin, Bitcoin",0.00%,AllCoin,$0,$0.00,0.00 %
Atomic Trade - Skeincoin / Bitcoin,"Skeincoin, Bitcoin",0.00%,Atomic Trade,$0,$0.00,100.00 %
C-CEX - Skynet / Bitcoin,"Skynet, Bitcoin",0.00%,C-CEX,$1,$0.00,100.00 %
Cryptsy - SmartCoin / Bitcoin,"SmartCoin, Bitcoin",0.00%,Cryptsy,$6,$0.00,100.00 %
Bittrex - SocialxBot / Bitcoin,"SocialxBot, Bitcoin",0.00%,Bittrex,$177,$0.01,97.58 %
Cryptsy - SocialxBot / Bitcoin,"SocialxBot, Bitcoin",0.00%,Cryptsy,$4,$0.01,2.42 %
AllCrypt - SolarCoin / Bitcoin,"SolarCoin, Bitcoin",0.01%,AllCrypt,$434,$0.00,13.94 %
Bittrex - SolarCoin / Bitcoin,"SolarCoin, Bitcoin",0.01%,Bittrex,"$2,677",$0.01,86.06 %
AllCoin - Solcoin / Bitcoin,"Solcoin, Bitcoin",0.10%,AllCoin,$282,$0.00,0.80 %
SwissCEX - Solcoin / Bitcoin,"Solcoin, Bitcoin",0.10%,SwissCEX,$5,$0.00,0.01 %
Ybex - Solcoin / Bitcoin,"Solcoin, Bitcoin",0.10%,Ybex,"$35,211",$0.00,99.19 %
Bittrex - Solecoin / Bitcoin,"Solecoin, Bitcoin",0.00%,Bittrex,$13,$0.00,91.71 %
Cryptsy - Solecoin / Bitcoin,"Solecoin, Bitcoin",0.00%,Cryptsy,$1,$0.00,8.29 %
Bittrex - SonicScrewdriver / Bitcoin,"SonicScrewdriver, Bitcoin",0.01%,Bittrex,"$3,754",$0.01,99.13 %
Bleutrade - SonicScrewdriver / Bitcoin,"SonicScrewdriver, Bitcoin",0.01%,Bleutrade,$0,$0.01,0.00 %
C-CEX - SonicScrewdriver / Bitcoin,"SonicScrewdriver, Bitcoin",0.01%,C-CEX,$0,$0.01,0.01 %
Poloniex - SonicScrewdriver / Bitcoin,"SonicScrewdriver, Bitcoin",0.01%,Poloniex,$33,$0.01,0.86 %
Cryptsy - SpainCoin / Bitcoin,"SpainCoin, Bitcoin",0.00%,Cryptsy,$13,$0.00,100.00 %
Cryptsy - Spots / Bitcoin,"Spots, Bitcoin",0.00%,Cryptsy,$5,$0.00,100.00 %
Bittrex - SSVCoin / Bitcoin,"SSVCoin, Bitcoin",0.00%,Bittrex,$19,$0.00,18.45 %
C-CEX - SSVCoin / Bitcoin,"SSVCoin, Bitcoin",0.00%,C-CEX,$6,$0.00,5.93 %
Cryptsy - SSVCoin / Bitcoin,"SSVCoin, Bitcoin",0.00%,Cryptsy,$77,$0.00,75.62 %
AllCoin - StabilityShares / Bitcoin,"StabilityShares, Bitcoin",0.00%,AllCoin,$0,$0.00,0.00 %
Bittrex - StabilityShares / Bitcoin,"StabilityShares, Bitcoin",0.00%,Bittrex,$58,$0.00,100.00 %
Coins-E - StableCoin / Bitcoin,"StableCoin, Bitcoin",0.00%,Coins-E,$0,$0.00,0.00 %
Cryptsy - StableCoin / Bitcoin,"StableCoin, Bitcoin",0.00%,Cryptsy,$38,$0.00,56.29 %
Cryptsy - StableCoin / Litecoin,"StableCoin, Litecoin",0.00%,Cryptsy,$30,$0.00,43.71 %
Cryptsy - StarCoin / Bitcoin,"StarCoin, Bitcoin",0.00%,Cryptsy,$13,$0.00,100.00 %
Bittrex - Startcoin / Bitcoin,"Startcoin, Bitcoin",0.02%,Bittrex,"$5,424",$0.07,71.51 %
Bittylicious - Startcoin / British Pound,"Startcoin, British Pound",0.02%,Bittylicious,"$2,161",$0.10,28.49 %
Bittrex - Stealthcoin / Bitcoin,"Stealthcoin, Bitcoin",0.03%,Bittrex,"$5,809",$0.02,52.80 %
Coin-Swap - Stealthcoin / Bitcoin,"Stealthcoin, Bitcoin",0.03%,Coin-Swap,$0,$0.04,0.00 %
Cryptsy - Stealthcoin / Bitcoin,"Stealthcoin, Bitcoin",0.03%,Cryptsy,"$5,024",$0.01,45.66 %
Poloniex - Stealthcoin / Bitcoin,"Stealthcoin, Bitcoin",0.03%,Poloniex,$169,$0.02,1.54 %
AllCoin - Stellar / Bitcoin,"Stellar, Bitcoin",0.10%,AllCoin,$805,$0.00,2.34 %
BTC - Stellar / Bitcoin,"Stellar, Bitcoin",0.10%,BTC,$4,$0.00,0.01 %
BX Thailand - Stellar / Bitcoin,"Stellar, Bitcoin",0.10%,BX Thailand,"$2,817",$0.00,8.20 %
Crypto-Trade - Stellar / Bitcoin,"Stellar, Bitcoin",0.10%,Crypto-Trade,$6,$0.00,0.02 %
Justcoin - Stellar / Bitcoin,"Stellar, Bitcoin",0.10%,Justcoin,"$25,561",$0.00,74.37 %
Kraken - Stellar / Bitcoin,"Stellar, Bitcoin",0.10%,Kraken,$320,$0.00,0.93 %
Melotic - Stellar / Bitcoin,"Stellar, Bitcoin",0.10%,Melotic,$917,$0.00,2.67 %
Poloniex - Stellar / Bitcoin,"Stellar, Bitcoin",0.10%,Poloniex,$473,$0.00,1.38 %
Ybex - Stellar / Bitcoin,"Stellar, Bitcoin",0.10%,Ybex,$110,$0.00,0.32 %
BTC - Stellar / Chinese Yuan,"Stellar, Chinese Yuan",0.10%,BTC,"$3,357",$0.00,9.77 %
Bittrex - Sterlingcoin / Bitcoin,"Sterlingcoin, Bitcoin",0.00%,Bittrex,$314,$0.01,84.04 %
Cryptsy - Sterlingcoin / Bitcoin,"Sterlingcoin, Bitcoin",0.00%,Cryptsy,$60,$0.01,15.96 %
Bleutrade - Sterlingcoin / Dogecoin,"Sterlingcoin, Dogecoin",0.00%,Bleutrade,$0,$0.00,0.00 %
Counterparty DEX - Storjcoin X / Bitcoin,"Storjcoin X, Bitcoin",0.01%,Counterparty DEX,$0,$0.01,0.00 %
Melotic - Storjcoin X / Bitcoin,"Storjcoin X, Bitcoin",0.01%,Melotic,$17,$0.01,0.79 %
Poloniex - Storjcoin X / Bitcoin,"Storjcoin X, Bitcoin",0.01%,Poloniex,"$2,056",$0.01,94.74 %
Counterparty DEX - Storjcoin X / Counterparty,"Storjcoin X, Counterparty",0.01%,Counterparty DEX,$97,$0.02,4.47 %
AllCoin - SuperCoin / Bitcoin,"SuperCoin, Bitcoin",0.00%,AllCoin,$1,$0.00,0.77 %
Bittrex - SuperCoin / Bitcoin,"SuperCoin, Bitcoin",0.00%,Bittrex,$11,$0.00,13.34 %
Cryptsy - SuperCoin / Bitcoin,"SuperCoin, Bitcoin",0.00%,Cryptsy,$63,$0.00,78.87 %
Cryptsy - SuperCoin / Litecoin,"SuperCoin, Litecoin",0.00%,Cryptsy,$6,$0.00,7.01 %
BTER - SuperNET / Bitcoin,"SuperNET, Bitcoin",0.02%,BTER,"$3,012",$3.90,45.90 %
Poloniex - SuperNET / Bitcoin,"SuperNET, Bitcoin",0.02%,Poloniex,$0,$3.82,0.00 %
BTER - SuperNET / Chinese Yuan,"SuperNET, Chinese Yuan",0.02%,BTER,"$1,824",$4.20,27.79 %
BTER - SuperNET / Nxt,"SuperNET, Nxt",0.02%,BTER,$41,$3.61,0.62 %
Nxt Asset Exchange - SuperNET / Nxt,"SuperNET, Nxt",0.02%,Nxt Asset Exchange,"$1,685",$3.82,25.68 %
Counterparty DEX - Swarm / Bitcoin,"Swarm, Bitcoin",0.00%,Counterparty DEX,$0,$0.02,0.00 %
Poloniex - Swarm / Bitcoin,"Swarm, Bitcoin",0.00%,Poloniex,$6,$0.02,100.00 %
Bittrex - Sync / Bitcoin,"Sync, Bitcoin",0.00%,Bittrex,$591,$229.14,53.57 %
Cryptsy - Sync / Bitcoin,"Sync, Bitcoin",0.00%,Cryptsy,$509,$220.06,46.16 %
Poloniex - Sync / Bitcoin,"Sync, Bitcoin",0.00%,Poloniex,$3,$263.51,0.26 %
