Name,Image,Type,Status,Symbol,Platform,Market Capitalization,Price,Available suppy,Volume (17 Oct. '14),More Information,Profile
BitSwift,https://coinmarketcap.com/static/img/coins/16x16/bitswift.png,Cryptocurrency,,SWIFT,,"$556,695",$0.14,"4,001,002","$24,056",https://chainz.cryptoid.info/swift/,https://coinmarketcap.com/currencies/bitswift/
Magi,https://coinmarketcap.com/static/img/coins/16x16/magi.png,Cryptocurrency,Minable,XMG,,"$30,509",$0.02,"1,867,960",$75,https://chainz.cryptoid.info/xmg/,https://coinmarketcap.com/currencies/magi/
Coinomat,https://coinmarketcap.com/static/img/coins/16x16/coinomat.png,Asset,,,Nxt,"$491,430",$0.16,"3,000,000",$281,https://coinomat.com,https://coinmarketcap.com/assets/coinomat/
Copperlark,https://coinmarketcap.com/static/img/coins/16x16/copperlark.png,Cryptocurrency,"Minable, Premined",CLR,,"$93,687",$0.01,"8,341,299","$2,752",https://copperlark.com/,https://coinmarketcap.com/currencies/copperlark/
Counterparty,https://coinmarketcap.com/static/img/coins/16x16/counterparty.png,Cryptocurrency,,XCP,,"$9,686,057",$3.66,"2,647,484","$4,072",https://counterparty.co,https://coinmarketcap.com/currencies/counterparty/
Deepcoin,https://coinmarketcap.com/static/img/coins/16x16/deepcoin.png,Cryptocurrency,Minable,DCN,,"$10,749",$0.00,"43,462,144",$15,https://deepcoin.biz,https://coinmarketcap.com/currencies/deepcoin/
Donationcoin,https://coinmarketcap.com/static/img/coins/16x16/donationcoin.png,Cryptocurrency,"Minable, Premined",DON,,$186,$0.00,"4,607,050",Low,https://donation-coin.org/,https://coinmarketcap.com/currencies/donationcoin/
Nibble,https://coinmarketcap.com/static/img/coins/16x16/nibble.png,Cryptocurrency,Minable,NBL,,Unknown,$0.00,Unknown,$35,https://github.com/getnibble/nibble,https://coinmarketcap.com/currencies/nibble/
Tickets,https://coinmarketcap.com/static/img/coins/16x16/tickets.png,Cryptocurrency,Minable,TIX,,"$120,026",$0.00,"66,876,281,414",$92,https://github.com/LotteryTickets/LotteryTickets,https://coinmarketcap.com/currencies/tickets/
NanoToken,https://coinmarketcap.com/static/img/coins/16x16/nanotoken.png,Cryptocurrency,Minable,NAN,,Unknown,$0.00,Unknown,Low,https://github.com/muddafudda/Nanotoken,https://coinmarketcap.com/currencies/nanotoken/
Guldencoin,https://coinmarketcap.com/static/img/coins/16x16/guldencoin.png,Cryptocurrency,"Minable, Premined",NLG,,"$265,888",$0.00,"129,085,000","$1,075",https://guldencoin.com/,https://coinmarketcap.com/currencies/guldencoin/
Kittehcoin,https://coinmarketcap.com/static/img/coins/16x16/kittehcoin.png,Cryptocurrency,Minable,MEOW,,"$19,269",$0.00,"23,005,497,224",$12,https://kittehcoin.info/,https://coinmarketcap.com/currencies/kittehcoin/
Litecoin,https://coinmarketcap.com/static/img/coins/16x16/litecoin.png,Cryptocurrency,Minable,LTC,,"$131,527,817",$3.99,"32,976,101","$4,409,110",https://litecoin.org,https://coinmarketcap.com/currencies/litecoin/
Mincoin,https://coinmarketcap.com/static/img/coins/16x16/mincoin.png,Cryptocurrency,Minable,MNC,,"$18,779",$0.01,"1,721,350",$130,https://mincoin.io,https://coinmarketcap.com/currencies/mincoin/
Monocle,https://coinmarketcap.com/static/img/coins/16x16/monocle.png,Cryptocurrency,Minable,MON,,"$1,175",$0.00,"1,969,847",$13,https://monocle.vertcoin.org/,https://coinmarketcap.com/currencies/monocle/
OctoCoin,https://coinmarketcap.com/static/img/coins/16x16/octocoin.png,Cryptocurrency,Minable,888,,"$31,503",$0.00,"32,062,511",$54,https://octocoin.org/,https://coinmarketcap.com/currencies/octocoin/
Ripple,https://coinmarketcap.com/static/img/coins/16x16/ripple.png,Cryptocurrency,,XRP,,"$141,743,529",$0.00,"28,989,252,282","$256,918",https://ripple.com/currency/,https://coinmarketcap.com/currencies/ripple/
Startcoin,https://coinmarketcap.com/static/img/coins/16x16/startcoin.png,Cryptocurrency,"Minable, Premined",START,,"$322,835",$0.08,"3,993,235","$7,175",https://startcoin.org/,https://coinmarketcap.com/currencies/startcoin/
Nxttycoin,https://coinmarketcap.com/static/img/coins/16x16/nxttycoin.png,Asset,,,Nxt,"$1,477,861",$0.00,"550,000,000","$1,983",https://trade.secureae.com/#18128686802152832026,https://coinmarketcap.com/assets/nxttycoin/
AimCoin,https://coinmarketcap.com/static/img/coins/16x16/aimcoin.png,Cryptocurrency,,AIM,,"$2,881",$0.00,"30,083,791",Low,https://www.aimcoin.com/,https://coinmarketcap.com/currencies/aimcoin/
Hirocoin,https://coinmarketcap.com/static/img/coins/16x16/hirocoin.png,Cryptocurrency,Minable,HIRO,,"$5,318",$0.00,"89,328,800",$49,https://www.hirocoin.org/,https://coinmarketcap.com/currencies/hirocoin/
Murraycoin,https://coinmarketcap.com/static/img/coins/16x16/murraycoin.png,Cryptocurrency,Minable,MRY,,"$39,603",$0.00,"27,996,598",$40,https://www.murraycoin.org/,https://coinmarketcap.com/currencies/murraycoin/
NobleCoin,https://coinmarketcap.com/static/img/coins/16x16/noblecoin.png,Cryptocurrency,Minable,NOBL,,"$62,601",$0.00,"2,017,710,000",$208,https://www.noblemovement.com,https://coinmarketcap.com/currencies/noblecoin/
Stealthcoin,https://coinmarketcap.com/static/img/coins/16x16/stealthcoin.png,Cryptocurrency,Minable,XST,,"$306,215",$0.01,"21,144,496","$11,014",https://www.stealth-coin.com/,https://coinmarketcap.com/currencies/stealthcoin/
Stellar,https://coinmarketcap.com/static/img/coins/16x16/stellar.png,Cryptocurrency,Minable,STR,,"$2,875,097",$0.00,"1,417,491,050","$34,528",https://www.stellar.org,https://coinmarketcap.com/currencies/stellar/
Swarm,https://coinmarketcap.com/static/img/coins/16x16/swarm.png,Asset,,,Counterparty,"$1,643,560",$0.02,"100,000,000",Low,https://www.swarm.co/,https://coinmarketcap.com/assets/swarm/
XCloudcoin,https://coinmarketcap.com/static/img/coins/16x16/xcloudcoin.png,Cryptocurrency,,XCLD,,"$10,958",$0.02,"579,834",Low,https://xcloudcoin.org,https://coinmarketcap.com/currencies/xcloudcoin/
Ghostcoin (GHC),https://coinmarketcap.com/static/img/coins/16x16/ghostcoin.png,Cryptocurrency,Minable,GHC,,Unknown,$0.00,Unknown,$26,,https://coinmarketcap.com/currencies/ghostcoin/
Ghostcoin (GHOST),https://coinmarketcap.com/static/img/coins/16x16/ghostcoin2.png,Cryptocurrency,Minable,GHOST,,"$25,302",$0.00,"26,942,938","$10,155",,https://coinmarketcap.com/currencies/ghostcoin2/
BCT Coin,https://coinmarketcap.com/static/img/coins/16x16/bct-coin.png,Cryptocurrency,Minable,BCT,,Unknown,$0.00,Unknown,Low,,https://coinmarketcap.com/currencies/bct-coin/
eKita,https://coinmarketcap.com/static/img/coins/16x16/ekita.png,Cryptocurrency,,EKITA,,Unknown,$0.00,Unknown,Low,,https://coinmarketcap.com/currencies/ekita/
GameLeagueCoin,https://coinmarketcap.com/static/img/coins/16x16/gameleaguecoin.png,Cryptocurrency,,GML,,"$121,862",$0.00,"500,000,000",$48,,https://coinmarketcap.com/currencies/gameleaguecoin/
GamerholicCoin,https://coinmarketcap.com/static/img/coins/16x16/gamerholiccoin.png,Cryptocurrency,Minable,GHC,,Unknown,$0.03,Unknown,$207,,https://coinmarketcap.com/currencies/gamerholiccoin/
OrthoCoin,https://coinmarketcap.com/static/img/coins/16x16/orthocoin.png,Cryptocurrency,Minable,ORTHO,,Unknown,$0.00,Unknown,Low,,https://coinmarketcap.com/currencies/orthocoin/
PeleCoin,https://coinmarketcap.com/static/img/coins/16x16/pelecoin.png,Cryptocurrency,,PLCN,,Unknown,$0.00,Unknown,Low,,https://coinmarketcap.com/currencies/pelecoin/
ProzCoin,https://coinmarketcap.com/static/img/coins/16x16/prozcoin.png,Cryptocurrency,,PROZ,,"$15,514",$0.00,"21,246,106",$180,,https://coinmarketcap.com/currencies/prozcoin/
SeedCoin,https://coinmarketcap.com/static/img/coins/16x16/seedcoin.png,Cryptocurrency,Minable,SEED,,Unknown,$0.06,Unknown,$410,,https://coinmarketcap.com/currencies/seedcoin/
Skynet,https://coinmarketcap.com/static/img/coins/16x16/skynet.png,Cryptocurrency,,SNET,,Unknown,$0.00,Unknown,Low,,https://coinmarketcap.com/currencies/skynet/
Tomatocoin,https://coinmarketcap.com/static/img/coins/16x16/tomatocoin.png,Cryptocurrency,,TMT,,$229,$0.00,"30,000,000",$41,,https://coinmarketcap.com/currencies/tomatocoin/
VexCoin,https://coinmarketcap.com/static/img/coins/16x16/vexcoin.png,Cryptocurrency,,VEX,,Unknown,$0.00,Unknown,$11,,https://coinmarketcap.com/currencies/vexcoin/
Vidio,https://coinmarketcap.com/static/img/coins/16x16/vidio.png,Cryptocurrency,,_VDO,,Unknown,$382.31,Unknown,"$61,932",,https://coinmarketcap.com/currencies/vidio/
