Name,Image,Description,Language,Homepage,Profile,Year Submitted,Year Launched,Tags
Ariel - Spanish Chatbot,,"BotGenes® anuncia el lanzamiento de su prototipo de Asistente de Clase basado en inteligencia artificial. Este prototipo, llamado Ariel, es capaz de interactuar con sus alumnos en lenguaje natural, Castellano. Disponible 7x24, Ariel cuenta con conocimientos de Tecnologías de Información y Comunicaciones: ERP, CRM, SCM, BI, BPM, Internet entre otros, y puede compartir información, repasar los conceptos centrales e incluso administrar una evaluación. Él es un Agente Virtual que utiliza el cerebro de inteligencia artificial más avanzado desarrollado en idioma Español, el BG200K, capaz de proporcionar respuestas a cientos de miles de expresiones, y el módulo VLA-1 específicamente desarrollado para las funciones propias de un Ayudante de Clase. ""Si bien Ariel es en estos momentos un prototipo, confiamos en que en breve pueda ser aplicado como complemento tanto a clases presenciales como a iniciativas de e-learning, permitiendo a los alumnos el adquirir conocimientos sin restricciones de ubicación ni tiempo, mediante una conversación fluida y amena""; comentó un vocero de la compañía.",Spanish,http://www.sustentum.com/sustentum/ariel.asp,http://www.chatterbotcollection.com/item_display.php?id=3025,2010,,
Ariel AI Bot,http://www.chatterbotcollection.com/images/arielaibot_1314804884.jpg,"Have a Conversation with Ariel, Washington DC's Artificial Intelligence Life Form - I know a lot about Washington, DC and about life in general. I also have knowledge of some eclectic and unrelated things like music, science and politics. You can ask me about things like the City Council or whatever crosses your mind. Simply chatting for the heck of it is fine, too.",English,http://www.arielaibot.com/,http://www.chatterbotcollection.com/item_display.php?id=573,2008,,Washington
Arnold,http://www.chatterbotcollection.com/images/arnold_1396036201.jpg,"When I first came over to America, it was all about me, me, me. It was like, 'How can I be rich? How can I build my movie career? How can I become the most muscular man?'",English,http://www.davisanddavis.org/askarnold/,http://www.chatterbotcollection.com/item_display.php?id=574,2008,,
Artemis,http://www.chatterbotcollection.com/images/artemis.png,"The bot is named after Artemis, the goddess of hunting in ancient Greek mythology. Artemis is a standalone, desktop chatbot written in Visual Basic. Downloading and running the program is very easy, since it has a very small filesize, no installation is required, and has a very simple and easy-to-use interface. Her function is based on pattern recognition. She has various trivia knowledge and chatting capabilities, such as the knowledge of 193 country capitals, to compare the sizes of various objects, the ability to recognize many types of questions, to perform simple mathematical calculations and counting, and much more. She can also play three games: hangman, guess-the-number and rock-paper-scissors. Artemis has participated in the annual chatbot contest, the Chatterbox Challenge, 3 times. She has achieved the following: -> 2007: 8th place overall, 2nd Most Popular Bot -> 2008: 5th place overall, 5th Most Popular Bot -> 2009: 2nd Best Overall Bot (Silver Medal), 1st Most Popular Bot (Gold Medal)",English,http://users.auth.gr/~dkaras/index.html,http://www.chatterbotcollection.com/item_display.php?id=575,2008,,
ARTI,,Qbasic source,English,http://www.chatterbotcollection.com/download/Arti.txt,http://www.chatterbotcollection.com/item_display.php?id=578,2008,,
Artificial Intelligence,http://www.chatterbotcollection.com/images/danielBurke_1314457135.png,"A series of articles on Artificial Intelligence. Also the home of Adam - ""Adam is a chatbot program designed to mimic ordinary conversation. 1.20 has a more consistent and larger data model. It now thinks it's a person and responds like one. This was done so that I can work towards a bot that can pass the Turin test and enter the Loebner prize. It also now has a spelling engine to try and guess mispelled words. As well as more data about the world. 1.20 has a time and date processor as well as a basic math unit. This version knows more about the alphabet, knows more about word lengths and it can deal with more than one sentence at a time. E.G My name is Ed. What is your name?"" And a Windows program that reads and writes in the Loebner Protocol. Images broken, but the content is still there.",English,http://www.danielburke.com/AI/files.html,http://www.chatterbotcollection.com/item_display.php?id=3097,2011,,"Loebner, Articles, History, Techniques"
Artificial Intelligence Nexus,http://www.chatterbotcollection.com/images/ainexusshowcase_1308765020.jpg,"""Welcome to A.I. Nexus, a website dedicated to the children of ALICE. A.I. Nexus is a showcase and link site for fine Alicebots currently being developed by some of the internet's best aspiring botmasters.""",English,http://mysite.verizon.net/dlm_twp/Showcase.htm,http://www.chatterbotcollection.com/item_display.php?id=579,2008,,"KnyteTrypper, ALICE, AIML"
Artificial Solutions,http://www.chatterbotcollection.com/images/artificial-solutions_1395700485.jpg,"Artificial Solutions develops award-winning Natural Language Interaction (NLI), a technology that allows people to converse with computers, smartphones, and other electronic devices in a human-like and intelligent manner.",English,http://www.artificial-solutions.com/,http://www.chatterbotcollection.com/item_display.php?id=581,2008,,
Asimov,http://www.chatterbotcollection.com/images/azimov_1308774904.jpg,"This website is the home of a chatbot named ""Asimov"". A chatbot is a program that can use English well enough to hold a conversation with a human. You can have a conversation with Asimov, our chatbot. Asimov can be described as a chatbot, or as a conversational agent. A conversational agent is an advanced chatbot. Asimov learns facts that people tell him. As people talk to Asimov, he learns more facts, so his responses get better. The more people chat with him, the more he knows.",English,http://asimovsoftware.com/,http://www.chatterbotcollection.com/item_display.php?id=584,2008,,
Ask Duke,http://www.chatterbotcollection.com/images/Ask_Duke_Toon_1311601740.png,Can wisdom and entertainment coexist in cyberspace? When is a game more than a game? Does an arcade feature need an introduction? Ask Duke.,English,http://www.doonesbury.com/arcade/ask_duke/,http://www.chatterbotcollection.com/item_display.php?id=585,2008,,Cartoon
Ask Jeeves,http://www.chatterbotcollection.com/images/askjeeves_1308846098.jpg,Search the web in plain English! The fastest and easiest place to find answers online!,English,http://www.ask.com,http://www.chatterbotcollection.com/item_display.php?id=586,2008,,
ASPCR,http://www.chatterbotcollection.com/images/aspcr_1396032067.jpg,American Society for the Prevention of Cruelty to Robots,English,http://www.aspcr.com/,http://www.chatterbotcollection.com/item_display.php?id=590,2008,,
ASRI (Automatic Social Response Intelligence),http://www.chatterbotcollection.com/images/asri-animasi-1_1323009328.png,"[Indonesian] ASRI (Automatic Social Response Intelligence) is an Indonesian Language chatbot to give a psychoeducation and early detection tool of psychological problems, especially depression. ASRI merupakan chatbot berbahasa Indonesia untuk melakukan psikoedukasi dan deteksi dini permasalahan psikologis, khususnya tentang depresi.",Indoesian,http://asri.kenz.or.id/,http://www.chatterbotcollection.com/item_display.php?id=3110,2011,,"Psychoeducation , Psychological , Depression"
Atton Rand,http://www.chatterbotcollection.com/images/Atton_Rand_1396026338.jpg,"You: Who are you ? Atton: I've been asking myself that question a lot since the end of the Mandalorian War. You: what do you do ? Atton: As of right now, I'm helping some friends of mine defeat the Sith.",English,http://www.pandorabots.com/pandora/talk?botid=9b7f16b86e35b16f,http://www.chatterbotcollection.com/item_display.php?id=594,2008,,Pandorabot
Audrey / Charles / Cristal / Mike,http://www.chatterbotcollection.com/images/learnenglish_1308842255.jpg,"""A good way to improve one's English...""",English,http://www.tolearnenglish.com/free/celebs/alice.php,http://www.chatterbotcollection.com/item_display.php?id=596,2008,,
Ayame,http://www.chatterbotcollection.com/images/anime-girl.jpg,"Ayame is a new chatbot looking to learn all about the world and the human condition, and she seeks knowledge by chatting with people. Because Ayame is so new, you're requested be friendly and kind to her, as she tries to learn all about people and the world around us. Ayame is a chatbot developed and maintained by Spacegy4.",English,http://www.pandorabots.com/pandora/talk?botid=cd44746d1e3755a1,http://www.chatterbotcollection.com/item_display.php?id=2933,2009,,"Female, Anime"
Ayumi,http://www.chatterbotcollection.com/images/ayumi.jpg,"""This is Ayumi have fun talking with her.""",English,http://www.pandorabots.com/pandora/talk?botid=a5a903495e374e3c,http://www.chatterbotcollection.com/item_display.php?id=2969,2009,,
AZILE,,(Mac) The evil version of Eliza. One of our oldest bots !,English,http://www-2.cs.cmu.edu/afs/cs/project/ai-repository/ai/areas/classics/eliza/azile/0.html,http://www.chatterbotcollection.com/item_display.php?id=598,2008,1992,
Babbea,,(Italian),Italian,http://utenti.lycos.it/anonimolentino/,http://www.chatterbotcollection.com/item_display.php?id=346,2008,,
Babbler,,"Chatbot::Babbler - an object that attempts to mimic writing style. Babbler. Based on some code I saw elsewhere, but I can't find it, so I'm just going to reuse the algorithm. I found out later the algorithm is based on the statistical technique called Markov chains...",English,http://mozai.com/programming/babble/markov_pod.html,http://www.chatterbotcollection.com/item_display.php?id=599,2008,,"Markov, Babbler"
BakaBot,,"BakaBot is only in its developmental stages. It is created by Baka Deshi. BakaBot is very much like a npc in Tibia, but responds to more keywords than a normal npc. (Tibia is a free multi-player online role playing game).",English,http://www.pandorabots.com/pandora/talk?botid=e5f85008fe354264,http://www.chatterbotcollection.com/item_display.php?id=602,2008,,"Pandorabot, Games, MMORPG"
Barry DeFacto,http://www.chatterbotcollection.com/images/barry_1395955429.gif,"Barry DeFacto is a brilliant chatterbot from Robby Garner and Robitron Software Research. Although it has been available on the web for a few years, it still remains a quantum leap in conversational simulation.",English,http://www.simonlaven.com/barry.htm,http://www.chatterbotcollection.com/item_display.php?id=880,2008,,
Barte,,(French),French,http://php.arte-tv.com/chatbot/bot.php,http://www.chatterbotcollection.com/item_display.php?id=347,2008,,
BBSChat,,DOS - BBSChat was written by Matthew Probert and is a chat door system for a PC BBS. It is loosely based upon the BBS door Shampage by Rich Waugh of Drawbridge BBS - and Shampage response files may also be used with only slight modification by BBSChat.,English,http://www.simonlaven.com/bbschat.htm,http://www.chatterbotcollection.com/item_display.php?id=605,2008,,
bConstructive Virtual Careers Advisor,,I can answer your questions about Construction careers and help you to find the kind of career which might suit you.,English,http://www.bconstructive.co.uk/smartagent/smartagent.html,http://www.chatterbotcollection.com/item_display.php?id=606,2008,,
