Document Name,Company,Document Type,Year,Country Codes,Tags,Target System,Product,Document Page,Download Link,Spy FIles Release
Cybersecurity overview,Thales,-,2011,France,Monitoring Centre,Internet Usage,,https://wikileaks.org/spyfiles/docs/THALES_2011_Cybeover_en.html,www.wikileaks.org/spyfiles/docs/THALES-2011-Cybeover-en.pdf,Spy Files 3
Cyveillance Corporate Security,Cyveillance,Brochure,2011,United States,"Internet Monitoring, Mass Monitoring, OSINT",,,https://wikileaks.org/spyfiles/docs/CYVEILLANCE_2011_CyveCorpSecu_en.html,www.wikileaks.org/spyfiles/docs/CYVEILLANCE-2011-CyveCorpSecu-en.pdf,Spy Files 3
Data acquisition from devices,Spektor Forensic Intelligence,Brochure,2011,United Kingdom,"Analysis Software, Cell Phone Forensics",,,https://wikileaks.org/spyfiles/docs/SPEKTORFORENSIC_2011_Dataacqufrom_en.html,www.wikileaks.org/spyfiles/docs/SPEKTORFORENSIC-2011-Dataacqufrom-en.pdf,Spy Files 3
Data Monitoring Switch,Net Optics,Brochure,unspecified,United States,Hardware,,,https://wikileaks.org/spyfiles/docs/NETOPTICS_DataMoniSwit_en.html,www.wikileaks.org/spyfiles/docs/NETOPTICS-DataMoniSwit-en.pdf,Spy Files 3
Director Data Monitoring Switch Datasheet,Net Optics,Brochure,unspecified,"United States, France",,,,https://wikileaks.org/spyfiles/docs/NETOPTICS_DireDataMoni_en.html,www.wikileaks.org/spyfiles/docs/NETOPTICS-DireDataMoni-en.pdf,Spy Files 3
DPX Network Probe,Ipoque,Data Sheet,unspecified,,Deep Packet Inspection,,,https://wikileaks.org/spyfiles/docs/IPOQUE_DPXNetwProb_en.html,www.wikileaks.org/spyfiles/docs/IPOQUE-DPXNetwProb-en.pdf,Spy Files 3
DRS Data Retention Suite,Utimaco,Brochure,2010,"Germany, United Kingdom",Data Retention,"Phone Network, Mobile Phone Network",,https://wikileaks.org/spyfiles/docs/UTIMACO_2010_DRSDataRete_en.html,www.wikileaks.org/spyfiles/docs/UTIMACO-2010-DRSDataRete-en.pdf,Spy Files 3
DRS Paquete de retencion de datos,Utimaco,Brochure,2011,"Germany, United Kingdom",Data Retention,"Phone Network, Mobile Phone Network",,https://wikileaks.org/spyfiles/docs/UTIMACO_2011_DRSPaqude_es.html,www.wikileaks.org/spyfiles/docs/UTIMACO-2011-DRSPaqude-es.pdf,Spy Files 3
Electronic Blitz,Glimmerglass,Brochure,2011,United States,"Glimmerglass Networks, Network Recording, Deep Packet Inspection, Mass Monitoring, Internet Monitoring, Fiber-optic Interception, Strategic Interception",,,https://wikileaks.org/spyfiles/docs/GLIMMERGLASSNETWORKS_2011_ElecBlit_en.html,www.wikileaks.org/spyfiles/docs/GLIMMERGLASSNETWORKS-2011-ElecBlit-en.pdf,Spy Files 3
"Electronic Surveillance, Counter-Surveillance & RF Jamming",Eskan,Brochure,2011,United Kingdom,"Audio Forensics, Cell Phone Detection, Location Tracking, Tactical Interception Devices, Covert Surveillance Devices",,,https://wikileaks.org/spyfiles/docs/ESKAN_2011_ElecSurvCoun_en.html,www.wikileaks.org/spyfiles/docs/ESKAN-2011-ElecSurvCoun-en.pdf,Spy Files 3
Electronic Warfare: COMINT + COMMS/ESM Intelligence Generation & Fusion Systems,MEDAV,Presentation,2009,,COMINT,,,https://wikileaks.org/spyfiles/docs/MEDAV_2009_ElecWarfCOMI_en.html,www.wikileaks.org/spyfiles/docs/MEDAV-2009-ElecWarfCOMI-en.pdf,Spy Files 3
Enabling Seucire Internet OperationsION Internet Operations Network,Ntrepid,Brochure,2011,United States,"OSINT, Social Network Analysis",,,https://wikileaks.org/spyfiles/docs/NTREPID_2011_EnabSeucInte_en.html,www.wikileaks.org/spyfiles/docs/NTREPID-2011-EnabSeucInte-en.pdf,Spy Files 3
Evident,ETI Group,Catalogue,2011,"Denmark, United Kingdom, United States","Analysis Software, COMINT, Data Retention, Data Mining, Deep Packet Inspection, Internet Monitoring, Lawful Interception, Software",,,https://wikileaks.org/spyfiles/docs/ETIGROUP_2011_Evid_en.html,www.wikileaks.org/spyfiles/docs/ETIGROUP-2011-Evid-en.pdf,Spy Files 3
Examining SSL-Encrypted Communiations,Netronome,Brochure,2011,"United States, United Kingdom, Malaysia, South Africa, China","COMINT, Deep Packet Inspection, Mass Monitoring, SSL, Hardware",,,https://wikileaks.org/spyfiles/docs/METRONOME_2011_ExamSSL_Comm_en.html,www.wikileaks.org/spyfiles/docs/METRONOME-2011-ExamSSL-Comm-en.pdf,Spy Files 3
Exploits for Law Enforcement,VuPen,Brochure,2011,France,Exploits,,,https://wikileaks.org/spyfiles/docs/VUPEN_2011_ExplforLaw_en.html,www.wikileaks.org/spyfiles/docs/VUPEN-2011-ExplforLaw-en.pdf,Spy Files 3
Facebook Relations Analysis Target Profiling Genesi Platform,IPS,Brochure,unspecified,Italy,"Analysis Software, Social Network Analysis",Facebook,,https://wikileaks.org/spyfiles/docs/IPSINTELLIGENCE_FaceRelaAnal_en.html,www.wikileaks.org/spyfiles/docs/IPSINTELLIGENCE-FaceRelaAnal-en.pdf,Spy Files 3
Famille de produits Observer,ELEXO,Brochure,unspecified,France,,,,https://wikileaks.org/spyfiles/docs/ELEXO_Famideprod_fr.html,www.wikileaks.org/spyfiles/docs/ELEXO-Famideprod-fr.pdf,Spy Files 3
FCO Services: Secure Mobile Solutions,FCO Services,Brochure,2011,United Kingdom,,,,https://wikileaks.org/spyfiles/docs/FCOSERVICES_2011_FCOServSecu_en.html,www.wikileaks.org/spyfiles/docs/FCOSERVICES-2011-FCOServSecu-en.pdf,Spy Files 3
Finfisher FINFly ISP 2.0 Infrastructure Product Training,Gamma,Training Material,2010,"Germany, United Kingdom","Trojans, Strategic Infection",Internet Usage,,https://wikileaks.org/spyfiles/docs/GAMMA_2010_FinfFINFISP_en.html,www.wikileaks.org/spyfiles/docs/GAMMA-2010-FinfFINFISP-en.pdf,Spy Files 3
FinFisher Pricing,Dreamlab,Pricelist,2011,"Switzerland, Germany, United Kingdom","Trojans, Strategic Infection",Internet Usage,,https://wikileaks.org/spyfiles/docs/DREAMLAB_2011_FinFPric_en.html,www.wikileaks.org/spyfiles/docs/DREAMLAB-2011-FinFPric-en.pdf,Spy Files 3
Freja Video Recorders,Cobham,Data Sheet,2011,Denmark,"Covert Surveillance Devices, CCTV, Hardware",,,https://wikileaks.org/spyfiles/docs/COBHAM_2011_FrejVideReco_en.html,www.wikileaks.org/spyfiles/docs/COBHAM-2011-FrejVideReco-en.pdf,Spy Files 3
FSNtracks,Freightwatch Security Net,Brochure,2011,"Ireland, United States","Location Tracking, Software",,,https://wikileaks.org/spyfiles/docs/FREIGHTWATCHSECURITY_2011_FSNt_en.html,www.wikileaks.org/spyfiles/docs/FREIGHTWATCHSECURITY-2011-FSNt-en.pdf,Spy Files 3
FX to TX Tap,Net Optics,Brochure,unspecified,United States,Hardware,,,https://wikileaks.org/spyfiles/docs/NETOPTICS_FXtoTX_en.html,www.wikileaks.org/spyfiles/docs/NETOPTICS-FXtoTX-en.pdf,Spy Files 3
GAJT GPS Anti-Jam protection,Qinetiq,Brochure,2011,"United Kingdom, Canada","Location Tracking, Hardware",,,https://wikileaks.org/spyfiles/docs/QINETIQ_2011_GAJTGPSAnti_en.html,www.wikileaks.org/spyfiles/docs/QINETIQ-2011-GAJTGPSAnti-en.pdf,Spy Files 3
Geo F5 GPS tracker,Freightwatch Security Net,Brochure,2011,"Ireland, United States",Location Tracking,,,https://wikileaks.org/spyfiles/docs/FREIGHTWATCHSECURITY_2011_GeoF5GPS_en.html,www.wikileaks.org/spyfiles/docs/FREIGHTWATCHSECURITY-2011-GeoF5GPS-en.pdf,Spy Files 3
GeoTime 5,OCULUS,Brochure,2011,United States,"Visualisation, Social Network Analysis",,,https://wikileaks.org/spyfiles/docs/OCULUS_2011_GeoT5_en.html,www.wikileaks.org/spyfiles/docs/OCULUS-2011-GeoT5-en.pdf,Spy Files 3
Geotime 5 - Instantly Reveal Movement Patterns Over Time,OCULUS,Brochure,2010,United States,Location Tracking,,,https://wikileaks.org/spyfiles/docs/OCULUS_2010_Geot5Inst_en.html,www.wikileaks.org/spyfiles/docs/OCULUS-2010-Geot5Inst-en.pdf,Spy Files 3
Giga Stor,ELEXO,Brochure,unspecified,France,,,,https://wikileaks.org/spyfiles/docs/ELEXO_GigaStor_fr.html,www.wikileaks.org/spyfiles/docs/ELEXO-GigaStor-fr.pdf,Spy Files 3
Gigabit and 10 GbE Network Analysis,ELEXO,Brochure,unspecified,France,,,,https://wikileaks.org/spyfiles/docs/ELEXO_Gigaand10_en.html,www.wikileaks.org/spyfiles/docs/ELEXO-Gigaand10-en.pdf,Spy Files 3
GigaBit Copper Tap,Net Optics,Brochure,unspecified,"United States, France",,,,https://wikileaks.org/spyfiles/docs/NETOPTICS_GigaCoppTap_en.html,www.wikileaks.org/spyfiles/docs/NETOPTICS-GigaCoppTap-en.pdf,Spy Files 3
GigaBit Fiber Taps,Net Optics,Brochure,unspecified,United States,Hardware,,,https://wikileaks.org/spyfiles/docs/NETOPTICS_GigaFibeTaps_en.html,www.wikileaks.org/spyfiles/docs/NETOPTICS-GigaFibeTaps-en.pdf,Spy Files 3
Gigabit Observer,Networks Instruments,Brochure,unspecified,United States,,,,https://wikileaks.org/spyfiles/docs/NETWORKINSTRUMENTS_GigaObse_fr.html,www.wikileaks.org/spyfiles/docs/NETWORKINSTRUMENTS-GigaObse-fr.pdf,Spy Files 3
Gnomes Professional audio recorders,Speech Technology Center,Brochure,2011,"Russia, Germany",overt Surveillance Devices,,,https://wikileaks.org/spyfiles/docs/SPEECHTECHNOLOGY_2011_GnomProfaudi_en.html,www.wikileaks.org/spyfiles/docs/SPEECHTECHNOLOGY-2011-GnomProfaudi-en.pdf,Spy Files 3
GSM/UMTS detection and location system,QCC Interscan,Brochure,2011,United Kingdom,"Cell Phone Detection, Location Tracking",,,https://wikileaks.org/spyfiles/docs/QCCINTERSCAN_2011_GSMUMTSdete_en.html,www.wikileaks.org/spyfiles/docs/QCCINTERSCAN-2011-GSMUMTSdete-en.pdf,Spy Files 3
Hinton 5000 Interceptor Passive probe,Telesoft Technologies,Brochure,2011,"United Kingdom, United States, India","Mass Monitoring, Lawful Interception, Sms Monitoring, SIGINT, COMINT, Data Retention","GSM, International mobile Subscriber Identity (IMSI), Sms, International Mobile Station Equipment Identity (IMEI), Code division multiple access (CDMA)",,https://wikileaks.org/spyfiles/docs/TELESOFTTECHNOLOGIES_2011_Hint5000Inte_en.html,www.wikileaks.org/spyfiles/docs/TELESOFTTECHNOLOGIES-2011-Hint5000Inte-en.pdf,Spy Files 3
Hinton Abis Probe,Telesoft Technologies,Brochure,2011,"United Kingdom, United States, India","Location Tracking, Mass Monitoring, Gsm, UMTS, CDMA",,,https://wikileaks.org/spyfiles/docs/TELESOFTTECHNOLOGIES_2011_HintAbisProb_en.html,www.wikileaks.org/spyfiles/docs/TELESOFTTECHNOLOGIES-2011-HintAbisProb-en.pdf,Spy Files 3
Hinton Mobile Data Probe,Telesoft Technologies,Brochure,2011,"United Kingdom, United States, India","Lawful Interception, Mass Monitoring, Gsm, UMTS, CDMA",,,https://wikileaks.org/spyfiles/docs/TELESOFTTECHNOLOGIES_2011_HintMobiData_en.html,www.wikileaks.org/spyfiles/docs/TELESOFTTECHNOLOGIES-2011-HintMobiData-en.pdf,Spy Files 3
iBase 8,i2 Group,Brochure,2011,United States,"Analysis Software, Software",,,https://wikileaks.org/spyfiles/docs/I2GROUP_2011_iBas8_en.html,www.wikileaks.org/spyfiles/docs/I2GROUP-2011-iBas8-en.pdf,Spy Files 3
IFS-8000 Intelligence Fusion System,MEDAV,Brochure,2011,Germany,"Analysis Software, Monitoring Centre, Visualisation, Software",,,https://wikileaks.org/spyfiles/docs/MEDAV_2011_IFS8000Inte_en.html,www.wikileaks.org/spyfiles/docs/MEDAV-2011-IFS8000Inte-en.pdf,Spy Files 3
iLink Agg,Net Optics,Brochure,unspecified,United States,,,,https://wikileaks.org/spyfiles/docs/NETOPTICS_iLinAgg_en.html,www.wikileaks.org/spyfiles/docs/NETOPTICS-iLinAgg-en.pdf,Spy Files 3
INCA Repeater - Four Channel Remote Controlled Repeater,Cobham,Data Sheet,2011,Denmark,,,,https://wikileaks.org/spyfiles/docs/COBHAM_2011_INCARepeFour_en.html,www.wikileaks.org/spyfiles/docs/COBHAM-2011-INCARepeFour-en.pdf,Spy Files 3
Infrastructure protection services,Cassidian,Brochure,2011,Germany,"CCTV, COMINT, Analysis Software",,,https://wikileaks.org/spyfiles/docs/CASSIDIAN_2011_Infrprotserv_en.html,www.wikileaks.org/spyfiles/docs/CASSIDIAN-2011-Infrprotserv-en.pdf,Spy Files 3
Intelligent systems,Thales,Brochure,2010,France,Location Tracking,,,https://wikileaks.org/spyfiles/docs/THALES_2010_Intesyst_en.html,www.wikileaks.org/spyfiles/docs/THALES-2010-Intesyst-en.pdf,Spy Files 3
InterCom (Thor),Cobham,Data Sheet,2011,Denmark,,,,https://wikileaks.org/spyfiles/docs/COBHAM_2011_InteThor_en.html,www.wikileaks.org/spyfiles/docs/COBHAM-2011-InteThor-en.pdf,Spy Files 3
Internet monitoring suite,ClearTrail,Brochure,2011,India,"Mass Monitoring, Deep Packet Inspection, COMINT, SIGINT, Tactical Internet Monitoring, Network Recording, Lawful Interception",,,https://wikileaks.org/spyfiles/docs/CLEARTRAIL_2011_Intemonisuit_en.html,www.wikileaks.org/spyfiles/docs/CLEARTRAIL-2011-Intemonisuit-en.pdf,Spy Files 3
Intervention & Mobile Laboratory,Tracip,Brochure,2011,France,Forensics,,,https://wikileaks.org/spyfiles/docs/TRACIP_2011_InteMobiLabo_en.html,www.wikileaks.org/spyfiles/docs/TRACIP-2011-InteMobiLabo-en.pdf,Spy Files 3
ION - Research & Targeting,Ntrepid,Brochure,2011,United States,Analysis Software,,,https://wikileaks.org/spyfiles/docs/NTREPID_2011_IONReseTarg_en.html,www.wikileaks.org/spyfiles/docs/NTREPID-2011-IONReseTarg-en.pdf,Spy Files 3
ION Internet Operations Network,Ntrepid,Brochure,2011,United States,"OSINT, HUMINT",,,https://wikileaks.org/spyfiles/docs/NTREPID_2011_IONInteOper_en.html,www.wikileaks.org/spyfiles/docs/NTREPID-2011-IONInteOper-en.pdf,Spy Files 3
ION Large-Scale OSINT Collection,Ntrepid,Brochure,2011,United States,"Analysis Software, Software",,,https://wikileaks.org/spyfiles/docs/NTREPID_2011_IONLargOSIN_en.html,www.wikileaks.org/spyfiles/docs/NTREPID-2011-IONLargOSIN-en.pdf,Spy Files 3
ION Secure Virtual Desktop,Ntrepid,Brochure,2011,United States,Deep Packet Inspection,,,https://wikileaks.org/spyfiles/docs/NTREPID_2011_IONSecuVirt_en.html,www.wikileaks.org/spyfiles/docs/NTREPID-2011-IONSecuVirt-en.pdf,Spy Files 3
ISIS-4G/IRIS-4G/IRMA-4G Satellite Monitoring Systems,Arpege,Brochure,2010,France,"Satellite Interception, Strategic Interception",,,https://wikileaks.org/spyfiles/docs/ARPEGE_2010_ISIS4GIRIS_en.html,www.wikileaks.org/spyfiles/docs/ARPEGE-2010-ISIS4GIRIS-en.pdf,Spy Files 3
Israel at Milipol Paris 2011,Enterprise Europe Network,Brochure,2011,Israel,,,,https://wikileaks.org/spyfiles/docs/ENTERPRISEEUROPE_2011_IsraatMili_en.html,www.wikileaks.org/spyfiles/docs/ENTERPRISEEUROPE-2011-IsraatMili-en.pdf,Spy Files 3
iX Engine DPI & Metadata Extraction SDK,Qosmos,Brochure,2011,"France, United States, Singapore","Deep Packet Inspection, Mass Monitoring, Internet Monitoring",,,https://wikileaks.org/spyfiles/docs/QOSMOS_2011_iXEngiDPI_en.html,www.wikileaks.org/spyfiles/docs/QOSMOS-2011-iXEngiDPI-en.pdf,Spy Files 3
iXAM Zero-footprint Forensic Acquisition,Forensic Telecommunications Services,Brochure,2011,"United Kingdom, United States","Forensic Telecommunications Services, Cell Phone Forensics",IPhone,,https://wikileaks.org/spyfiles/docs/FORENSICTELECOMMUNICATIONS_2011_iXAMZeroFore_en.html,www.wikileaks.org/spyfiles/docs/FORENSICTELECOMMUNICATIONS-2011-iXAMZeroFore-en.pdf,Spy Files 3
ixMachine,Qosmos,Brochure,2011,"France, United States, Singapore","Deep Packet Inspection, Internet Monitoring, Traffic Data Processing, Network Recording, Software","H323, Citrix, Oracle, SAP, Exchange, Emule, Bittorrent, Skype, MSN, Instant Messaging, Gtalk, Gmail, E-mail, Hotmail, Yahoo!mail, Real-time Transport Protocol (RTP), VoIP, Google Query, Youtube, Real-time Transport Protocol (RTP), Real Time Streaming Protocol (RTSP), Windows Media Player, Session Initiation Protocol (SIP)",,https://wikileaks.org/spyfiles/docs/QOSMOS_2011_ixMa_en.html,www.wikileaks.org/spyfiles/docs/QOSMOS-2011-ixMa-en.pdf,Spy Files 3
ixMachine LI Edition,Qosmos,Brochure,2011,"France, United States, Singapore","Lawful Interception, Data Retention, VoIP, COMINT, Internet Monitoring","Internet Usage, E-mail",,https://wikileaks.org/spyfiles/docs/QOSMOS_2011_ixMaLIEdit_en.html,www.wikileaks.org/spyfiles/docs/QOSMOS-2011-ixMaLIEdit-en.pdf,Spy Files 3
J-Alert mobile phone jamming detection,Seqtor,Brochure,2011,Denmark,"Jamming Detection, Hardware",,,https://wikileaks.org/spyfiles/docs/SEQTOR_2011_J_Almobiphon_en.html,www.wikileaks.org/spyfiles/docs/SEQTOR-2011-J-Almobiphon-en.pdf,Spy Files 3
Kapow Katalyst for OSINT,Kapow Software,Brochure,2011,"United Kingdom, United States",Analysis Software,"Blogs, Gmail, E-mail, Hotmail, Internet Usage, Instant Messaging, Twitter, Facebook",,https://wikileaks.org/spyfiles/docs/KAPOWSOFTWARE_2011_KapoKatafor_en.html,www.wikileaks.org/spyfiles/docs/KAPOWSOFTWARE-2011-KapoKatafor-en.pdf,Spy Files 3
LA IF4CU3 4SFP,Net Optics,Brochure,unspecified,United States,Hardware,,,https://wikileaks.org/spyfiles/docs/NETOPTICS_LAIF4C4SFP_en.html,www.wikileaks.org/spyfiles/docs/NETOPTICS-LAIF4C4SFP-en.pdf,Spy Files 3
LA-IL4CU 4SFP,Net Optics,Brochure,unspecified,United States,,,,https://wikileaks.org/spyfiles/docs/NETOPTICS_LA_I4SFP_en.html,www.wikileaks.org/spyfiles/docs/NETOPTICS-LA-I4SFP-en.pdf,Spy Files 3
Lawful Interception: A Mounting Challenge for Service Providers and Governments,"Frost & Sullivan, Utimaco",Brochure,unspecified,"United Kingdom, Germany, France, Italy, Poland, United States",Lawful Interception,,,https://wikileaks.org/spyfiles/docs/FROSTSULLIVAN_LawfInteA_en.html,www.wikileaks.org/spyfiles/docs/FROSTSULLIVAN-LawfInteA-en.pdf,Spy Files 3
LI-5 Surveillance Simplified,Packet Forensics,Brochure,2011,United States,"Packet Forensics, Internet Monitoring, VoIP, COMINT",E-mail,,https://wikileaks.org/spyfiles/docs/PACKETFORENSICS_2011_LI5Surv_en.html,www.wikileaks.org/spyfiles/docs/PACKETFORENSICS-2011-LI5Surv-en.pdf,Spy Files 3
LIMS Access Points (2),Utimaco,Brochure,2011,"Germany, United Kingdom",Lawful Interception,"Phone Network, Mobile Phone Network",,https://wikileaks.org/spyfiles/docs/UTIMACO_2011_LIMSAccePoin_en.html,www.wikileaks.org/spyfiles/docs/UTIMACO-2011-LIMSAccePoin-en.pdf,Spy Files 3
LIMS DRS Surveillance integration products,Utimaco,Catalogue,2011,"Germany, United Kingdom","Lawful Interception, Mass Monitoring, Data Retention, Network Recording, Traffic Data Processing, VoIP, COMINT","Phone Network, Mobile Phone Network",,https://wikileaks.org/spyfiles/docs/UTIMACO_2011_LIMSDRSSurv_en.html,www.wikileaks.org/spyfiles/docs/UTIMACO-2011-LIMSDRSSurv-en.pdf,Spy Files 3
LIMS DRS Video,Utimaco,Video,unspecified,"Germany, United Kingdom","Lawful Interception, Data Retention","Phone Network, Mobile Phone Network",,https://wikileaks.org/spyfiles/docs/UTIMACO_LIMSDRSVide_en.html,www.wikileaks.org/spyfiles/docs/UTIMACO-LIMSDRSVide-en.mp4,Spy Files 3
LIMS Lawful Interception of Telecommunication Services,Utimaco,Data Sheet,unspecified,"Germany, United Kingdom",Lawful Interception,"Phone Network, Mobile Phone Network",,https://wikileaks.org/spyfiles/docs/UTIMACO_LIMSLawfInte_en.html,www.wikileaks.org/spyfiles/docs/UTIMACO-LIMSLawfInte-en.pdf,Spy Files 3
LIMS Techpaper Lawful Interception with Umbrella Systems,Utimaco,Brochure,2010,"Germany, United Kingdom",Lawful Interception,"Phone Network, Mobile Phone Network",,https://wikileaks.org/spyfiles/docs/UTIMACO_2010_LIMSTechLawf_en.html,www.wikileaks.org/spyfiles/docs/UTIMACO-2010-LIMSTechLawf-en.pdf,Spy Files 3
LIMS Techpaper LI with Umbrella Systems,Utimaco,Brochure,2010,"Germany, United Kingdom","Lawful Interception, COMINT","Phone Network, Mobile Phone Network",,https://wikileaks.org/spyfiles/docs/UTIMACO_2010_LIMSTechLI_en.html,www.wikileaks.org/spyfiles/docs/UTIMACO-2010-LIMSTechLI-en.pdf,Spy Files 3
Location Tracking systems,HiddenTechnology Systems International Ltd.,Brochure,2011,United Kingdom,Location Tracking,,,https://wikileaks.org/spyfiles/docs/HIDDENTECHNOLOGYSYSTEMS_2011_LocaTracsyst_en.html,www.wikileaks.org/spyfiles/docs/HIDDENTECHNOLOGYSYSTEMS-2011-LocaTracsyst-en.pdf,Spy Files 3
Loke III Bubble Gum Covert Drop and Walk transmitter,Cobham,Data Sheet,2011,Denmark,"Covert Surveillance Devices, Tactical Interception Devices",,,https://wikileaks.org/spyfiles/docs/COBHAM_2011_LokeIIIBubb_en.html,www.wikileaks.org/spyfiles/docs/COBHAM-2011-LokeIIIBubb-en.pdf,Spy Files 3
Loke III TX Miniature Audio Stereo Transmitter,Cobham,Data Sheet,2011,Denmark,"Covert Surveillance Devices, Tactical Interception Devices, Hardware",,,https://wikileaks.org/spyfiles/docs/COBHAM_2011_LokeIIITX_en.html,www.wikileaks.org/spyfiles/docs/COBHAM-2011-LokeIIITX-en.pdf,Spy Files 3
Loke Nano Transmitter,Cobham,Data Sheet,2011,Denmark,"Covert Surveillance Devices, Tactical Interception Devices, Hardware",,,https://wikileaks.org/spyfiles/docs/COBHAM_2011_LokeNanoTran_en.html,www.wikileaks.org/spyfiles/docs/COBHAM-2011-LokeNanoTran-en.pdf,Spy Files 3
Management solutions for investigations,Okham Solutions,Brochure,2011,France,"Traffic Data Processing, Mass Monitoring, Visualisation",,,https://wikileaks.org/spyfiles/docs/OCKHAM_2011_Manasolufor_fr.html,www.wikileaks.org/spyfiles/docs/OCKHAM-2011-Manasolufor-fr.pdf,Spy Files 3
Meeting the Challenges of Data Retention: Now and in the future,"Frost & Sullivan, Utimaco",Brochure,2010,"United Kingdom, Germany, France, Italy, Poland, United States",Data Retention,,,https://wikileaks.org/spyfiles/docs/FROSTSULLIVAN_2010_MeettheChal_en.html,www.wikileaks.org/spyfiles/docs/FROSTSULLIVAN-2010-MeettheChal-en.pdf,Spy Files 3
Mirador Specialist Cameras,Digital Barriers,Brochure,2011,"United Kingdom, France, United States, United Arab Emirates, Singapore","Covert Surveillance Devices, CCTV, Tactical Interception Devices",,,https://wikileaks.org/spyfiles/docs/DIGITALBARRIERS_2011_MiraSpecCame_en.html,www.wikileaks.org/spyfiles/docs/DIGITALBARRIERS-2011-MiraSpecCame-en.pdf,Spy Files 3
Mobile Biometric Platform,Human Recognition System,Brochure,2011,United Kingdom,"Human Recognition System, Facial Recognition, Image Recognition, Iris Recognition, Biometrics",,,https://wikileaks.org/spyfiles/docs/HUMANRECOGNITION_2011_MobiBiomPlat_en.html,www.wikileaks.org/spyfiles/docs/HUMANRECOGNITION-2011-MobiBiomPlat-en.pdf,Spy Files 3
Monitoring and Managing Voice over Internet Protocol (VoIP),ELEXO,Brochure,unspecified,France,,,,https://wikileaks.org/spyfiles/docs/ELEXO_MoniandMana_en.html,www.wikileaks.org/spyfiles/docs/ELEXO-MoniandMana-en.pdf,Spy Files 3
morphoface investigate,Safran,Brochure,2011,France,"Facial Recognition, CCTV",,,https://wikileaks.org/spyfiles/docs/SAFRAN_2011_morpinve_en.html,www.wikileaks.org/spyfiles/docs/SAFRAN-2011-morpinve-en.pdf,Spy Files 3
Mtrust,Human Recognition System,Brochure,2011,United Kingdom,"Human Recognition System, Biometrics, Facial Recognition, Iris Recognition",,,https://wikileaks.org/spyfiles/docs/HUMANRECOGNITION_2011_Mtru_en.html,www.wikileaks.org/spyfiles/docs/HUMANRECOGNITION-2011-Mtru-en.pdf,Spy Files 3
NETI IT Consulting profile,NETI,Brochure,2011,Hungary,"Lawful Interception, Mass Monitoring, Bongo, Ios",,,https://wikileaks.org/spyfiles/docs/NETI_2011_NETIITCons_en.html,www.wikileaks.org/spyfiles/docs/NETI-2011-NETIITCons-en.pdf,Spy Files 3
Network Content Control System,Bivio,Brochure,2011,United States,"Deep Packet Inspection, Data Retention",Skype,,https://wikileaks.org/spyfiles/docs/BIVIO_2011_NetwContCont_en.html,www.wikileaks.org/spyfiles/docs/BIVIO-2011-NetwContCont-en.pdf,Spy Files 3
Network Forensics,ELEXO,Presentation,unspecified,France,,,,https://wikileaks.org/spyfiles/docs/ELEXO_NetwFore_en.html,www.wikileaks.org/spyfiles/docs/ELEXO-NetwFore-en.pdf,Spy Files 3
Network Intelligence for Lawful Interception,Qosmos,Brochure,unspecified,France,Lawful Interception,Internet Usage,,https://wikileaks.org/spyfiles/docs/QOSMOS_NetwIntefor_en.html,www.wikileaks.org/spyfiles/docs/QOSMOS-NetwIntefor-en.pdf,Spy Files 3
Newsletter Q1,Gamma,Brochure,2011,"Germany, United Kingdom","Trojans, Tactical Interception Devices, Tactical Internet Monitoring","Internet Usage, Instant Messaging",,https://wikileaks.org/spyfiles/docs/GAMMA_2011_NewsQ1_en.html,www.wikileaks.org/spyfiles/docs/GAMMA-2011-NewsQ1-en.pdf,Spy Files 3
NiceTrack Horizon Insight,NICE Systems,Brochure,2011,"Israel, United States, United Kingdom, Hong Kong","Mass Monitoring, Location Tracking, Strategic Interception, Monitoring Centre",,,https://wikileaks.org/spyfiles/docs/NICE_2011_NiceHoriInsi_en.html,www.wikileaks.org/spyfiles/docs/NICE-2011-NiceHoriInsi-en.pdf,Spy Files 3
NiceTrack Intelligence Services,NICE Systems,Brochure,2011,"Israel, United States, United Kingdom, Hong Kong","Lawful Interception, Mass Monitoring, OSINT",Humans,,https://wikileaks.org/spyfiles/docs/NICE_2011_NiceInteServ_en.html,www.wikileaks.org/spyfiles/docs/NICE-2011-NiceInteServ-en.pdf,Spy Files 3
NiceTrack Location Tracking Solutions,NICE Systems,Brochure,2011,"Israel, United States, United Kingdom, Hong Kong","Passive Surveillance, Mass Monitoring, Location Tracking","GSM, Umts, Code division multiple access (CDMA), Signals intelligence (SIGINT)",,https://wikileaks.org/spyfiles/docs/NICE_2011_NiceLocaTrac_en.html,www.wikileaks.org/spyfiles/docs/NICE-2011-NiceLocaTrac-en.pdf,Spy Files 3
Non-Disclosure Agreement,"Silicom, Dreamlab",Contract Material,2010,"Switzerland, Israel",Strategic Infection,,,https://wikileaks.org/spyfiles/docs/SILICOMDREAMLAB_2010_Non_Agre_en.html,www.wikileaks.org/spyfiles/docs/SILICOMDREAMLAB-2010-Non-Agre-en.pdf,Spy Files 3
nTAP Product Family,ELEXO,Brochure,unspecified,France,,,,https://wikileaks.org/spyfiles/docs/ELEXO_nTAPProdFami_en.html,www.wikileaks.org/spyfiles/docs/ELEXO-nTAPProdFami-en.pdf,Spy Files 3
