ID,Country,Male,Female,Female-to-Male Ratio,Rank,Sub-Index,Main Index
Mongolia - Estimated Earned Income,Mongolia,7107,9783,0.73,16,Estimated Earned Income,Economic Participation
Lao PDR - Estimated Earned Income,Lao PDR,3753,5184,0.72,17,Estimated Earned Income,Economic Participation
Croatia - Estimated Earned Income,Croatia,17484,24690,0.71,18,Estimated Earned Income,Economic Participation
Ecuador - Estimated Earned Income,Ecuador,8347,11799,0.71,19,Estimated Earned Income,Economic Participation
Romania - Estimated Earned Income,Romania,15023,21263,0.71,20,Estimated Earned Income,Economic Participation
Portugal - Estimated Earned Income,Portugal,21605,30593,0.71,21,Estimated Earned Income,Economic Participation
Madagascar - Estimated Earned Income,Madagascar,1159,1647,0.7,22,Estimated Earned Income,Economic Participation
Zimbabwe - Estimated Earned Income,Zimbabwe,1123,1605,0.7,23,Estimated Earned Income,Economic Participation
Cambodia - Estimated Earned Income,Cambodia,2344,3357,0.7,24,Estimated Earned Income,Economic Participation
Iceland - Estimated Earned Income,Iceland,31992,46110,0.69,25,Estimated Earned Income,Economic Participation
Latvia - Estimated Earned Income,Latvia,18056,26271,0.69,26,Estimated Earned Income,Economic Participation
Bulgaria - Estimated Earned Income,Bulgaria,13130,19115,0.69,27,Estimated Earned Income,Economic Participation
Finland - Estimated Earned Income,Finland,32028,46628,0.69,28,Estimated Earned Income,Economic Participation
Liberia - Estimated Earned Income,Liberia,644,946,0.68,29,Estimated Earned Income,Economic Participation
France - Estimated Earned Income,France,29992,44028,0.68,30,Estimated Earned Income,Economic Participation
Philippines - Estimated Earned Income,Philippines,4925,7290,0.68,31,Estimated Earned Income,Economic Participation
Bahamas - Estimated Earned Income,Bahamas,18627,27776,0.67,32,Estimated Earned Income,Economic Participation
Burkina Faso - Estimated Earned Income,Burkina Faso,1246,1867,0.67,33,Estimated Earned Income,Economic Participation
Ghana - Estimated Earned Income,Ghana,2956,4463,0.66,34,Estimated Earned Income,Economic Participation
Serbia - Estimated Earned Income,Serbia,9435,14276,0.66,35,Estimated Earned Income,Economic Participation
Canada - Estimated Earned Income,Canada,32916,49809,0.66,36,Estimated Earned Income,Economic Participation
Peru - Estimated Earned Income,Peru,9367,14233,0.66,37,Estimated Earned Income,Economic Participation
Barbados - Estimated Earned Income,Barbados,12279,18868,0.65,38,Estimated Earned Income,Economic Participation
Poland - Estimated Earned Income,Poland,18094,27805,0.65,39,Estimated Earned Income,Economic Participation
Ukraine - Estimated Earned Income,Ukraine,6783,10460,0.65,40,Estimated Earned Income,Economic Participation
Estonia - Estimated Earned Income,Estonia,19515,30156,0.65,41,Estimated Earned Income,Economic Participation
United States - Estimated Earned Income,United States,40799,63057,0.65,42,Estimated Earned Income,Economic Participation
Germany - Estimated Earned Income,Germany,33583,52170,0.64,43,Estimated Earned Income,Economic Participation
Lithuania - Estimated Earned Income,Lithuania,19394,30166,0.64,44,Estimated Earned Income,Economic Participation
China - Estimated Earned Income,China,8499,13247,0.64,45,Estimated Earned Income,Economic Participation
Dominican Republic - Estimated Earned Income,Dominican Republic,8741,13671,0.64,46,Estimated Earned Income,Economic Participation
Bhutan - Estimated Earned Income,Bhutan,5847,9151,0.64,47,Estimated Earned Income,Economic Participation
Singapore - Estimated Earned Income,Singapore,56836,89040,0.64,48,Estimated Earned Income,Economic Participation
Switzerland - Estimated Earned Income,Switzerland,41570,65147,0.64,49,Estimated Earned Income,Economic Participation
Zambia - Estimated Earned Income,Zambia,2365,3722,0.64,50,Estimated Earned Income,Economic Participation
Belarus - Estimated Earned Income,Belarus,13524,21360,0.63,51,Estimated Earned Income,Economic Participation
Angola - Estimated Earned Income,Angola,5797,9181,0.63,52,Estimated Earned Income,Economic Participation
Venezuela - Estimated Earned Income,Venezuela,13836,22040,0.63,53,Estimated Earned Income,Economic Participation
Tajikistan - Estimated Earned Income,Tajikistan,1818,2899,0.63,54,Estimated Earned Income,Economic Participation
Belgium - Estimated Earned Income,Belgium,31383,50100,0.63,55,Estimated Earned Income,Economic Participation
Guinea - Estimated Earned Income,Guinea,952,1522,0.63,56,Estimated Earned Income,Economic Participation
Chad - Estimated Earned Income,Chad,1556,2519,0.62,57,Estimated Earned Income,Economic Participation
Bolivia - Estimated Earned Income,Bolivia,4372,7130,0.61,58,Estimated Earned Income,Economic Participation
Namibia - Estimated Earned Income,Namibia,7093,11633,0.61,59,Estimated Earned Income,Economic Participation
Panama - Estimated Earned Income,Panama,12775,21035,0.61,60,Estimated Earned Income,Economic Participation
Lesotho - Estimated Earned Income,Lesotho,1827,3009,0.61,61,Estimated Earned Income,Economic Participation
Hungary - Estimated Earned Income,Hungary,17299,28530,0.61,62,Estimated Earned Income,Economic Participation
Jamaica - Estimated Earned Income,Jamaica,6468,10735,0.6,63,Estimated Earned Income,Economic Participation
"Macedonia, FYR - Estimated Earned Income","Macedonia, FYR",8847,14809,0.6,64,Estimated Earned Income,Economic Participation
Spain - Estimated Earned Income,Spain,24107,40356,0.6,65,Estimated Earned Income,Economic Participation
Cyprus - Estimated Earned Income,Cyprus,22755,38442,0.59,66,Estimated Earned Income,Economic Participation
Czech Republic - Estimated Earned Income,Czech Republic,20547,34727,0.59,67,Estimated Earned Income,Economic Participation
Armenia - Estimated Earned Income,Armenia,5469,9250,0.59,68,Estimated Earned Income,Economic Participation
Brazil - Estimated Earned Income,Brazil,10821,18402,0.59,69,Estimated Earned Income,Economic Participation
New Zealand - Estimated Earned Income,New Zealand,24478,41678,0.59,70,Estimated Earned Income,Economic Participation
Slovak Republic - Estimated Earned Income,Slovak Republic,19251,32804,0.59,71,Estimated Earned Income,Economic Participation
El Salvador - Estimated Earned Income,El Salvador,5666,9691,0.58,72,Estimated Earned Income,Economic Participation
Guatemala - Estimated Earned Income,Guatemala,5246,9072,0.58,73,Estimated Earned Income,Economic Participation
Kazakhstan - Estimated Earned Income,Kazakhstan,16175,28020,0.58,74,Estimated Earned Income,Economic Participation
Nigeria - Estimated Earned Income,Nigeria,4029,6989,0.58,75,Estimated Earned Income,Economic Participation
Paraguay - Estimated Earned Income,Paraguay,5357,9293,0.58,76,Estimated Earned Income,Economic Participation
Ireland - Estimated Earned Income,Ireland,32050,55801,0.57,77,Estimated Earned Income,Economic Participation
Israel - Estimated Earned Income,Israel,22918,39955,0.57,78,Estimated Earned Income,Economic Participation
Uruguay - Estimated Earned Income,Uruguay,13407,23497,0.57,79,Estimated Earned Income,Economic Participation
Senegal - Estimated Earned Income,Senegal,1608,2839,0.57,80,Estimated Earned Income,Economic Participation
Costa Rica - Estimated Earned Income,Costa Rica,9592,16933,0.57,81,Estimated Earned Income,Economic Participation
Trinidad and Tobago - Estimated Earned Income,Trinidad and Tobago,21455,37911,0.57,82,Estimated Earned Income,Economic Participation
Brunei Darussalam - Estimated Earned Income,Brunei Darussalam,51805,92299,0.56,83,Estimated Earned Income,Economic Participation
Russian Federation - Estimated Earned Income,Russian Federation,17295,30933,0.56,84,Estimated Earned Income,Economic Participation
Colombia - Estimated Earned Income,Colombia,8538,15356,0.56,85,Estimated Earned Income,Economic Participation
Kyrgyz Republic - Estimated Earned Income,Kyrgyz Republic,2050,3766,0.54,86,Estimated Earned Income,Economic Participation
Greece - Estimated Earned Income,Greece,18339,33950,0.54,87,Estimated Earned Income,Economic Participation
Swaziland - Estimated Earned Income,Swaziland,4225,7859,0.54,88,Estimated Earned Income,Economic Participation
Albania - Estimated Earned Income,Albania,6562,12226,0.54,89,Estimated Earned Income,Economic Participation
Maldives - Estimated Earned Income,Maldives,7935,14946,0.53,90,Estimated Earned Income,Economic Participation
United Kingdom - Estimated Earned Income,United Kingdom,24820,46958,0.53,91,Estimated Earned Income,Economic Participation
South Africa - Estimated Earned Income,South Africa,8464,16163,0.52,92,Estimated Earned Income,Economic Participation
Nepal - Estimated Earned Income,Nepal,1503,2873,0.52,93,Estimated Earned Income,Economic Participation
Bangladesh - Estimated Earned Income,Bangladesh,1645,3146,0.52,94,Estimated Earned Income,Economic Participation
Malaysia - Estimated Earned Income,Malaysia,15280,29711,0.51,95,Estimated Earned Income,Economic Participation
Ethiopia - Estimated Earned Income,Ethiopia,837,1641,0.51,96,Estimated Earned Income,Economic Participation
Austria - Estimated Earned Income,Austria,29746,59212,0.5,97,Estimated Earned Income,Economic Participation
Luxembourg - Estimated Earned Income,Luxembourg,59917,119401,0.5,98,Estimated Earned Income,Economic Participation
Japan - Estimated Earned Income,Japan,23949,47924,0.5,99,Estimated Earned Income,Economic Participation
Indonesia - Estimated Earned Income,Indonesia,5975,12009,0.5,100,Estimated Earned Income,Economic Participation
Chile - Estimated Earned Income,Chile,14245,28849,0.49,101,Estimated Earned Income,Economic Participation
Côte d'Ivoire - Estimated Earned Income,Côte d'Ivoire,1813,3738,0.49,102,Estimated Earned Income,Economic Participation
Italy - Estimated Earned Income,Italy,22848,47723,0.48,103,Estimated Earned Income,Economic Participation
Netherlands - Estimated Earned Income,Netherlands,28107,58846,0.48,104,Estimated Earned Income,Economic Participation
Cuba - Estimated Earned Income,Cuba,12102,25419,0.48,105,Estimated Earned Income,Economic Participation
"Korea, Rep. - Estimated Earned Income","Korea, Rep.",19395,40740,0.48,106,Estimated Earned Income,Economic Participation
Cape Verde - Estimated Earned Income,Cape Verde,4130,8737,0.47,107,Estimated Earned Income,Economic Participation
Nicaragua - Estimated Earned Income,Nicaragua,2758,5933,0.46,108,Estimated Earned Income,Economic Participation
Belize - Estimated Earned Income,Belize,5441,11734,0.46,109,Estimated Earned Income,Economic Participation
Mexico - Estimated Earned Income,Mexico,10468,22769,0.46,110,Estimated Earned Income,Economic Participation
Suriname - Estimated Earned Income,Suriname,9704,21147,0.46,111,Estimated Earned Income,Economic Participation
Georgia - Estimated Earned Income,Georgia,4348,9567,0.45,112,Estimated Earned Income,Economic Participation
Guyana - Estimated Earned Income,Guyana,3757,8485,0.44,113,Estimated Earned Income,Economic Participation
Azerbaijan - Estimated Earned Income,Azerbaijan,9874,22544,0.44,114,Estimated Earned Income,Economic Participation
Mauritius - Estimated Earned Income,Mauritius,9934,23182,0.43,115,Estimated Earned Income,Economic Participation
Malta - Estimated Earned Income,Malta,17047,40861,0.42,116,Estimated Earned Income,Economic Participation
Mali - Estimated Earned Income,Mali,949,2310,0.41,117,Estimated Earned Income,Economic Participation
Uganda - Estimated Earned Income,Uganda,780,1932,0.4,118,Estimated Earned Income,Economic Participation
Honduras - Estimated Earned Income,Honduras,2585,6413,0.4,119,Estimated Earned Income,Economic Participation
Turkey - Estimated Earned Income,Turkey,10501,26893,0.39,120,Estimated Earned Income,Economic Participation
Sri Lanka - Estimated Earned Income,Sri Lanka,5030,13180,0.38,121,Estimated Earned Income,Economic Participation
Fiji - Estimated Earned Income,Fiji,4181,11052,0.38,122,Estimated Earned Income,Economic Participation
Qatar - Estimated Earned Income,Qatar,59979,161527,0.37,123,Estimated Earned Income,Economic Participation
Kuwait - Estimated Earned Income,Kuwait,40942,115738,0.35,124,Estimated Earned Income,Economic Participation
Egypt - Estimated Earned Income,Egypt,5138,16556,0.31,125,Estimated Earned Income,Economic Participation
United Arab Emirates - Estimated Earned Income,United Arab Emirates,21565,73414,0.29,126,Estimated Earned Income,Economic Participation
Morocco - Estimated Earned Income,Morocco,3123,10988,0.28,127,Estimated Earned Income,Economic Participation
Bahrain - Estimated Earned Income,Bahrain,15987,56703,0.28,128,Estimated Earned Income,Economic Participation
Mauritania - Estimated Earned Income,Mauritania,1299,4656,0.28,129,Estimated Earned Income,Economic Participation
Oman - Estimated Earned Income,Oman,17359,62341,0.28,130,Estimated Earned Income,Economic Participation
Yemen - Estimated Earned Income,Yemen,1751,6343,0.28,131,Estimated Earned Income,Economic Participation
Tunisia - Estimated Earned Income,Tunisia,4690,17003,0.28,132,Estimated Earned Income,Economic Participation
Lebanon - Estimated Earned Income,Lebanon,7106,26157,0.27,133,Estimated Earned Income,Economic Participation
Saudi Arabia - Estimated Earned Income,Saudi Arabia,19763,75667,0.26,134,Estimated Earned Income,Economic Participation
India - Estimated Earned Income,India,1980,8087,0.24,135,Estimated Earned Income,Economic Participation
Pakistan - Estimated Earned Income,Pakistan,1342,7367,0.18,136,Estimated Earned Income,Economic Participation
Jordan - Estimated Earned Income,Jordan,3442,19300,0.18,137,Estimated Earned Income,Economic Participation
"Iran, Islamic Rep. - Estimated Earned Income","Iran, Islamic Rep.",4656,26644,0.17,138,Estimated Earned Income,Economic Participation
Algeria - Estimated Earned Income,Algeria,3669,22127,0.17,139,Estimated Earned Income,Economic Participation
Argentina - Estimated Earned Income,Argentina,—,—,—,—,Estimated Earned Income,Economic Participation
Montenegro - Estimated Earned Income,Montenegro,—,—,—,—,Estimated Earned Income,Economic Participation
Syria - Estimated Earned Income,Syria,—,—,—,—,Estimated Earned Income,Economic Participation
"Jamaica - Legislators, Senior Officials and Managers",Jamaica,59,41,1.46,1,"Legislators, Senior Officials and Managers",Economic Participation
"Colombia - Legislators, Senior Officials and Managers",Colombia,53,47,1.13,2,"Legislators, Senior Officials and Managers",Economic Participation
