ID Number,Department,Contracting Agency,Year Contract Signed,Year Contract Effective,Current Contract Value,Major Program,Vendor,Vendor DBA,Date Contract Signed,Date Contract Effective,Current Completion Date,Amount Obligated,Base and all options value,Extent Competed,Reason Not Competed,Purchase Card Payment Method,Type of Contract Pricing,Place of Manufacture,CCR Exception Type,Reason for Modification,Product/Service Description,Requirement Description,Place of Performance,Place of Performance - City,Place of Performance - State,Award / IDV,Award Type,Location of Vendo,Location of Vendor - City,Location of Vendor - State,Small Business?,Small Disadvantaged Business?,Historically Underutilized Business Zone?,Sheltered Workshop?,Women Owned Business?,Veteran Owned Business?,Service Related Disabled Veteran Owned Business?,Minority Owned Business?,Minority Institution?,Black American Owned Business?,Historic Black College Or University?,Native American Owned Business?,Hispanic American Owned Business?,Asian Pacific American Owned Business?,Asian Indian Owned Business?,Subcontinent Asian (Asian-Indian) American Owned Business?,Eight?,Local Government?,Hospital?,Nonprofit Organization?,Educational Institution?,Federal Government?,State Government?,Tribal Government?
Contract ID n. 994,Department Of Defense,Department Of The Army,2010,2010,"75,425.00",,GS Development,,7/23/2010,7/21/2010,8/20/2010,"75,425.00",0.00,Full And Open Competition,,No,Fixed Price,Not A Manufactured End Product,,Exercise An Option,Lodging - Hotel/motel,Deepwater Horizon Rooms,"Panama City, Florida, United States",Panama City,Florida,Award,Purchase Order,"Panama City, Florida, United States",Panama City,Florida,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 995,Department Of Defense,Department Of The Army,2010,2010,"95,758.00",,GS Development,,7/14/2010,6/19/2010,7/20/2010,"95,758.00","298,733.00",Full And Open Competition,,No,Fixed Price,Not A Manufactured End Product,,,Lodging - Hotel/motel,Deepwater Horizon Rooms,"Panama City, Florida, United States",Panama City,Florida,Award,Purchase Order,"Panama City, Florida, United States",Panama City,Florida,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 996,Department Of Defense,Department Of The Army,2010,2010,"27,993.00",,GS Development,,10/13/2010,9/30/2010,8/19/2010,"27,993.00","27,993.00",Full And Open Competition,,No,Fixed Price,Not A Manufactured End Product,,Other Administrative Action,Lodging - Hotel/motel,Deepwater Horizon Rooms,"Panama City, Florida, United States",Panama City,Florida,Award,Purchase Order,"Panama City, Florida, United States",Panama City,Florida,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1118,Department Of Commerce,National Oceanic And Atmospheric Administration,2010,2010,"6,895.00",,Gulf States Saw & Machine,,9/20/2010,9/20/2010,10/1/2010,"6,895.00","6,895.00",Competed Under Sap,,No,Fixed Price,U.S.,,,"Hand Tools, Power Driven",Bending Machine,"Pascagoula, Mississippi, United States",Pascagoula,Mississippi,Award,Purchase Order,"Bessemer, Alabama, United States",Bessemer,Alabama,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 920,Department Of Defense,Department Of The Army,2010,2010,"7,298.04",,H L Dalis,,6/9/2010,6/9/2010,6/11/2010,"7,298.04","7,298.04",Full And Open Competition,,No,Fixed Price,U.S.,,,Meteorolog Instruments & Apparatus,Gps Map Chartplotter,"Slidell, Louisiana, United States",Slidell,Louisiana,Award,Delivery Order,"Long Island City, New York, United States",Long Island City,New York,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1032,Department Of Defense,Department Of The Air Force,2010,2010,"48,668.51",,H. Barber & Sons,,5/6/2010,5/5/2010,5/11/2010,"48,668.51","48,668.51",Full And Open Competition,,No,Fixed Price,U.S.,,,Truck And Tractor Attachments,"2010 Barber Surf Rake, Model 6000hd","Naugatuck, Connecticut, United States",Naugatuck,Connecticut,Award,Delivery Order,"Naugatuck, Connecticut, United States",Naugatuck,Connecticut,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 479,Department Of The Interior,U.S. Fish And Wildlife Service,2010,2010,"5,000.00",,H&E Inland Services,,12/3/2010,12/3/2010,12/3/2010,"5,000.00","5,000.00",Not Competed,Urgency,No,Fixed Price,U.S.,,,"Barges And Lighters, Cargo",Barge Services,"Houma, Louisiana, United States",Houma,Louisiana,Award,Purchase Order,"Houma, Louisiana, United States",Houma,Louisiana,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1393,Department Of Commerce,National Oceanic And Atmospheric Administration,2010,2010,"6,000.00",,Hadco Services,,8/6/2010,8/6/2010,8/31/2010,"6,000.00","6,000.00",Competed Under Sap,,No,Fixed Price,U.S.,,Change Order,Power And Hand Pumps,Mod To Install Seal Kit And To Swap Out Winch Drum On Noaa Ship Nancy Foster,"Pascagoula, Mississippi, United States",Pascagoula,Mississippi,Award,Purchase Order,"Theodore, Alabama, United States",Theodore,Alabama,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 554,Department Of Homeland Security,U.S. Coast Guard,2010,2010,-247.87,,Hampton Rubber Company,,9/23/2010,9/23/2010,8/20/2010,-247.87,-247.87,Not Competed,Urgency,No,Fixed Price,U.S.,,Funding Only Action,Hose And Flexible Tubing,"Hydraulic Hoses.  Deepwater Horizon Oil Spill
Ref Ics-213 
Mc-0969","Hampton, Virginia, United States",Hampton,Virginia,Award,Purchase Order,"Hampton, Virginia, United States",Hampton,Virginia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 555,Department Of Homeland Security,U.S. Coast Guard,2010,2010,"95,379.04",,Hampton Rubber Company,,7/15/2010,7/15/2010,8/20/2010,"95,379.04","95,379.04",Not Competed,Urgency,No,Fixed Price,U.S.,,,Hose And Flexible Tubing,"Hydraulic Hoses.  Deepwater Horizon Oil Spill
Ref Ics-213 
Mc-0969","Hampton, Virginia, United States",Hampton,Virginia,Award,Purchase Order,"Hampton, Virginia, United States",Hampton,Virginia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 175,Department Of The Interior,Geological Survey,2010,2010,"8,995.00",,Hayley Reese,,6/17/2013,6/17/2013,1/29/2015,"8,995.00","8,995.00",Competed Under Sap,,No,Fixed Price,Not A Manufactured End Product,,Change Order,Support- Professional: Other,Igf::ot::igf,"Kaplan, Louisiana, United States",Kaplan,Louisiana,Award,Purchase Order,"Kaplan, Louisiana, United States",Kaplan,Louisiana,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 176,Department Of The Interior,Geological Survey,2010,2010,"6,425.00",,Hayley Reese,,1/28/2013,1/28/2013,1/29/2015,"6,425.00","6,425.00",Competed Under Sap,,No,Fixed Price,Not A Manufactured End Product,,,Support- Professional: Other,Igf::ot::igf,"Kaplan, Louisiana, United States",Kaplan,Louisiana,Award,Purchase Order,"Kaplan, Louisiana, United States",Kaplan,Louisiana,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 232,Department Of The Interior,National Park Service,2010,2010,"20,000.00",,HDR Engineering,,5/29/2012,5/24/2012,8/9/2012,"20,000.00","20,000.00",Full And Open Competition,,No,Labor Hours,Not A Manufactured End Product,,Funding Only Action,Special Studies/analysis- Other,Add Additional Funding,"New Orleans, Louisiana, United States",New Orleans,Louisiana,Award,Delivery Order,"Omaha, Nebraska, United States",Omaha,Nebraska,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 233,Department Of The Interior,National Park Service,2010,2010,"71,192.00",,HDR Engineering,,2/10/2012,2/10/2012,8/9/2012,"71,192.00","71,192.00",Full And Open Competition,,No,Labor Hours,Not A Manufactured End Product,,Funding Only Action,Special Studies/analysis- Other,To Increase Hours To Clin 0001.,"New Orleans, Louisiana, United States",New Orleans,Louisiana,Award,Delivery Order,"Omaha, Nebraska, United States",Omaha,Nebraska,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 234,Department Of The Interior,National Park Service,2010,2010,"43,328.00",,HDR Engineering,,12/8/2011,12/7/2011,8/9/2012,"43,328.00","43,328.00",Full And Open Competition,,No,Labor Hours,Not A Manufactured End Product,,Change Order,Special Studies/analysis- Other,Modification To Increase Contract Hours And Travel Costs.,"New Orleans, Louisiana, United States",New Orleans,Louisiana,Award,Delivery Order,"Omaha, Nebraska, United States",Omaha,Nebraska,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 235,Department Of The Interior,National Park Service,2010,2010,"231,040.00",,HDR Engineering,,6/14/2012,6/14/2012,8/9/2013,"231,040.00","231,040.00",Full And Open Competition,,No,Labor Hours,Not A Manufactured End Product,,Exercise An Option,Special Studies/analysis- Other,Modification To Exercise Option,"New Orleans, Louisiana, United States",New Orleans,Louisiana,Award,Delivery Order,"Omaha, Nebraska, United States",Omaha,Nebraska,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 236,Department Of The Interior,National Park Service,2010,2010,"30,000.00",,HDR Engineering,,4/16/2013,4/16/2013,8/9/2013,"30,000.00","30,000.00",Full And Open Competition,,No,Labor Hours,Not A Manufactured End Product,,Funding Only Action,Special Studies/analysis- Other,R2202120016 Opt 1,"New Orleans, Louisiana, United States",New Orleans,Louisiana,Award,Delivery Order,"Omaha, Nebraska, United States",Omaha,Nebraska,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 211,Department Of The Interior,National Park Service,2010,2010,"112,693.00",,HDR Engineering,,2/29/2012,2/29/2012,9/1/2012,"112,693.00","112,693.00",Full And Open Competition,,No,Labor Hours,Not A Manufactured End Product,,Exercise An Option,Special Studies/analysis- Other,Exercise Option To Extend Services 52.217-8,"Panama City, Florida, United States",Panama City,Florida,Award,Delivery Order,"Omaha, Nebraska, United States",Omaha,Nebraska,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 243,Department Of The Interior,National Park Service,2010,2010,"156,920.54",,HDR Engineering,,8/16/2011,8/16/2011,8/26/2011,"156,920.54","156,920.54",Not Competed,Unique Source,No,Fixed Price,Not A Manufactured End Product,,,Program Review/development Services,"Review, Comment And Signature On Shoreline Treatment Reports Prepared To Comply With National Historic Preservation Act In Regard To Proposed Federal Actions In Response To The Deepwater Horizon Oil Spill.","Washington, District Of Columbia, United States",Washington,District Of Columbia,Award,Definitive Contract,"Omaha, Nebraska, United States",Omaha,Nebraska,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 370,Department Of The Interior,U.S. Fish And Wildlife Service,2010,2010,-750.00,,Helical Concepts,,2/16/2012,2/16/2012,11/1/2011,-750.00,-750.00,Competed Under Sap,,No,Fixed Price,U.S.,,Funding Only Action,Indoor And Outdoor Electric Lighting Fixtures,Helical Site Light Foundations,"Bossier City, Louisiana, United States",Bossier City,Louisiana,Award,Purchase Order,"Wylie, Texas, United States",Wylie,Texas,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 399,Department Of The Interior,U.S. Fish And Wildlife Service,2010,2010,-22.16,,Hewlett-Packard,,2/24/2011,2/28/2011,3/2/2011,-22.16,-22.16,Full And Open Competition,,No,Fixed Price,U.S.,,Change Order,Adp Input/output & Storage Devices,Change In Rack Size Of Server.,"Bethesda, Maryland, United States",Bethesda,Maryland,Award,Delivery Order,"Bethesda, Maryland, United States",Bethesda,Maryland,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 400,Department Of The Interior,U.S. Fish And Wildlife Service,2010,2010,"26,148.14",,Hewlett-Packard,,12/8/2010,12/8/2010,1/10/2011,"26,148.14","26,148.14",Full And Open Competition,,No,Fixed Price,U.S.,,,Adp Input/output & Storage Devices,Server,"Bethesda, Maryland, United States",Bethesda,Maryland,Award,Delivery Order,"Bethesda, Maryland, United States",Bethesda,Maryland,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 246,Department Of The Interior,U.S. Fish And Wildlife Service,2010,2010,"4,188.50",,Hewlett-Packard,,11/1/2012,11/1/2012,11/30/2012,"4,188.50","4,188.50",Not Competed,Only One Source - Other,No,Fixed Price,Not A Manufactured End Product,,,Transportation/travel/relocation- Transportation: Motor Freight,Doi Hp Server Move,"Fairhope, Alabama, United States",Fairhope,Alabama,Award,Purchase Order,"Herndon, Virginia, United States",Herndon,Virginia,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1400,Department Of Commerce,National Oceanic And Atmospheric Administration,2010,2010,"3,400.00",,Hill Marine Refrigeration,,6/11/2010,6/11/2010,6/14/2010,"3,400.00","3,400.00",Competed Under Sap,,No,Fixed Price,U.S.,,,Air Conditioning Equipment,Replace Starboard Ac Unit Noaa Ship Oregon Ii,"Pascagoula, Mississippi, United States",Pascagoula,Mississippi,Award,Purchase Order,"Mobile, Alabama, United States",Mobile,Alabama,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 717,Department Of Homeland Security,U.S. Coast Guard,2010,2010,"18,386.67",,Hilton Houston Plaza,,8/4/2010,8/4/2010,9/3/2010,"18,386.67","18,386.67",Competed Under Sap,,No,Fixed Price,Not A Manufactured End Product,,,Lease-rent Of Conf Space & Fac,"Meeting Room And Audio Visual Equipment Rental For The Investigative Hearing Proceedings.

Emergency Procurement Request For Deepwater Horizon Joint Investigation Hearing 

Rdd: 08/16/2010","Houston, Texas, United States",Houston,Texas,Award,Purchase Order,"Houston, Texas, United States",Houston,Texas,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 617,Department Of Homeland Security,U.S. Coast Guard,2010,2010,"17,200.00",,Holiday Inn,,3/1/2011,3/1/2011,3/31/2011,"17,200.00","17,200.00",Competed Under Sap,,No,Fixed Price,Not A Manufactured End Product,,,Lease-rent Of Conf Space & Fac,"Hotel Bids For Deepwater Hearing April 4-8, 2011

Support Documents To Be Hand Deliverred To Silc/freeman 02/25/2011","Metairie, Louisiana, United States",Metairie,Louisiana,Award,Purchase Order,"Metairie, Louisiana, United States",Metairie,Louisiana,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 776,Department Of Homeland Security,U.S. Coast Guard,2010,2010,"16,406.00",,Holiday Inn,,9/23/2010,10/4/2010,10/8/2010,"16,406.00","16,406.00",Competed Under Sap,,No,Fixed Price,Not A Manufactured End Product,,,Lease-rent Of Conf Space & Fac,Hotel For Oct 4 - Oct 8 2010 Deepwater Horizon Hearings,"Metairie, Louisiana, United States",Metairie,Louisiana,Award,Purchase Order,"Metairie, Louisiana, United States",Metairie,Louisiana,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 267,Department Of The Interior,U.S. Fish And Wildlife Service,2010,2010,"85,880.00",,Homewood Suites Hotel,,5/21/2010,5/16/2010,7/16/2010,"85,880.00","85,880.00",Not Competed,Only One Source - Other,Yes,Fixed Price,Not A Manufactured End Product,Contracting officers conducting emergency operations,,Lease-rent Of Conf Space & Fac,Conference & Sleeping Rooms,"Daphne, Alabama, United States",Daphne,Alabama,Award,Purchase Order,"Daphne, Alabama, United States",Daphne,Alabama,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 268,Department Of The Interior,U.S. Fish And Wildlife Service,2010,2010,"-39,320.00",,Homewood Suites Hotel,,8/24/2010,8/24/2010,10/14/2010,"-39,320.00","-39,320.00",Not Competed,Only One Source - Other,No,Fixed Price,Not A Manufactured End Product,Contracting officers conducting emergency operations,Change Order,Lease-rent Of Conf Space & Fac,Meeting - Sleeping Rooms For Oil Spill,"Daphne, Alabama, United States",Daphne,Alabama,Award,Purchase Order,"Daphne, Alabama, United States",Daphne,Alabama,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 269,Department Of The Interior,U.S. Fish And Wildlife Service,2010,2010,"401,400.00",,Homewood Suites Hotel,,6/23/2010,7/17/2010,10/14/2010,"401,400.00","401,400.00",Not Competed,Only One Source - Other,Yes,Fixed Price,Not A Manufactured End Product,Contracting officers conducting emergency operations,Change Order,Lease-rent Of Conf Space & Fac,Hotel Sleeping Rooms & Meeting Rooms,"Daphne, Alabama, United States",Daphne,Alabama,Award,Purchase Order,"Daphne, Alabama, United States",Daphne,Alabama,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 270,Department Of The Interior,U.S. Fish And Wildlife Service,2010,2010,"11,600.00",,Homewood Suites Hotel,,11/8/2010,7/17/2010,9/26/2010,"11,600.00","11,600.00",Not Competed,Only One Source - Other,No,Fixed Price,Not A Manufactured End Product,Contracting officers conducting emergency operations,Funding Only Action,Lease-rent Of Conf Space & Fac,Meeting Room Funding,"Daphne, Alabama, United States",Daphne,Alabama,Award,Purchase Order,"Daphne, Alabama, United States",Daphne,Alabama,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 271,Department Of The Interior,U.S. Fish And Wildlife Service,2010,2010,"-82,420.00",,Homewood Suites Hotel,,12/14/2010,12/14/2010,12/14/2010,"-82,420.00","-82,420.00",Not Competed,Only One Source - Other,No,Fixed Price,Not A Manufactured End Product,Contracting officers conducting emergency operations,Close Out,Lease-rent Of Conf Space & Fac,Modification To Deobligate The Remaining Funds And Close Out This Contract.,"Daphne, Alabama, United States",Daphne,Alabama,Award,Purchase Order,"Daphne, Alabama, United States",Daphne,Alabama,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 456,Department Of The Interior,U.S. Fish And Wildlife Service,2010,2010,"146,920.00",,Homewood Suites Hotel,,6/10/2010,6/10/2010,7/16/2010,"146,920.00","146,920.00",Not Competed,Only One Source - Other,Yes,Fixed Price,Not A Manufactured End Product,Contracting officers conducting emergency operations,Change Order,Lease-rent Of Conf Space & Fac,Conference Rooms & Sleeping Rooms,"Daphne, Alabama, United States",Daphne,Alabama,Award,Purchase Order,"Daphne, Alabama, United States",Daphne,Alabama,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 218,Department Of The Interior,National Park Service,2010,2010,"57,300.00",,Homewood Suites Hotel,,9/24/2010,9/24/2010,10/31/2010,"57,300.00","57,300.00",Full And Open Competition,,No,Fixed Price,Not A Manufactured End Product,,,Lease-rent Of Family Housing,"Hotel Rooms And Conference Rooms For The Oil Spill In Daphne, Al","Daphne, Alabama, United States",Daphne,Alabama,Award,Purchase Order,"Daphne, Alabama, United States",Daphne,Alabama,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Contract ID n. 1025,Department Of Defense,Department Of The Army,2010,2010,128.33,,Hosan Environment,,3/15/2012,3/22/2012,3/22/2012,128.33,128.33,Full And Open Competition,,No,Fixed Price,Not A Manufactured End Product,,,Housekeeping- Trash/garbage Collection,"Remove Of Human Waste, B#676, Cc",,,,Award,Delivery Order,"Taegu, , United States",Taegu,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
