ID,Date,Month,Narration,Actual or Attempted Attack?,Type of Attack,Status of Vessel,Name of Vessel(s),Type of Vessel(s),Category of Vessel(s),Flag of Vessel,Gross register tonnage,IMO,"Time  (local, unless specified)",Coordinates,Area,Location of Incident,Country of Incident,Year,Ref,*DELETE Name of Ship SPLITType/Flag/Grt/ SPLITIMO Number,Position
Blue Eternity - 08/07/2013,08/07/2013,July,Armed security team on board the ship underway noticed two skiffs near the stern of the ship at a distance of 5-10 metres trying to reach the stern. Alarm sounded and armed team fired warning shots resulting in the skiffs moving away.,Attempted Attack,Attempted,Steaming,Blue Eternity,Bulk Carrier,Cargo,Panama,26064,9087647,03:30,"N13°10',E043°06'",Africa (Gulf of Aden / Red Sea),Bab El Mandeb Strait,Bab El Mandeb Straits,2013,4,Blue Eternity SPLITBulk Carrier SPLITPanama SPLIT26064 SPLIT9087647,"13:10N – SPLIT043:06E, Bab El SPLITMandeb Straits, SPLITRed Sea"
Bluegreen Tigre - 03/06/2013,03/06/2013,June,"Ten armed pirates in two speedboats approached and fired upon the tanker underway with pilot on board. Master raised alarm, mustered all crew and reported to the Nigerian Authority. The armed pirates aborted the attack and moved away when the Nigerian Marine Police arrived at the location. All crew safe but tanker sustained minor damage due to the firing.",Attempted Attack,Fired upon,Steaming,Bluegreen Tigre,Chemical Tanker,Tanker,Marshall Islands,5083,9514494,14:15,"N04°42',E008°19'8""",Africa (Excluding Somalia / Gulf of Aden / Red Sea),"Calabar River, Nigeria",Nigeria,2013,16,Bluegreen Tigre SPLITChemical Tanker SPLITMarshall Islands SPLIT5083 SPLIT9514494,"04:42.0N – SPLIT008:19.8E, SPLITCalabar River, SPLITNigeria"
Bluegreen Tigre - 15/08/2013,15/08/2013,August,About 8 – 10 robbers in a speedboat tried to place a hook to the tanker is railing. The crew spotted them and alarm was raised. Other ships were informed on VHF Radio. The boat moved away. Local authorities were informed and a naval patrol arrived at the location and conducted a search.,Attempted Attack,Attempted,Anchored,Bluegreen Tigre,Chemical Tanker,Tanker,Marshall Islands,5083,9514494,02:40 UTC,"N06°21',E003°28'",Africa (Excluding Somalia / Gulf of Aden / Red Sea),"Lagos, Nigeria",Nigeria,2013,20,Bluegreen Tigre SPLITChemical Tanker SPLITMarshall Islands SPLIT5083 SPLIT9514494,"06:21N – SPLIT003:28E, SPLITLagos Anchorage, SPLITNigeria"
Bomar Prelude - 11/08/2014,11/08/2014,August,"Four robbers in a wooden boat approached an anchored tanker. One of the robbers boarded the tanker and attempted to steal ship’s stores from the forecastle store. Duty crew noticed the robber and informed OOW who raised the alarm, sounded ship’s whistle and crew mustered. Seeing the crew alertness, the robber jumped overboard and escaped with his accomplices empty handed. Incident reported to Port Control and Coast Guard through the local agents. The Marine Police officials boarded the tanker for investigation.",Actual Attack,Boarded,Anchored,Bomar Prelude,Chemical Tanker,Tanker,Marshall Islands,5770,9272723,06:30,"N03°54',E098°46'",South Asia (Excluding Malacca Straits),"Belawan, Indonesia",Indonesia,2014,77,Bomar Prelude Chemical Tanker Marshall Islands 5770 9272723,"03:54N – 098:46E, Belawan Outer Anchorage, Indonesia"
Bosun - 24/04/2013,24/04/2013,April,Pirates in a speedboat chased and fired upon the ship underway. The ship increased speed and evaded the boarding.,Attempted Attack,Fired upon,Steaming,Bosun,Container,Cargo,Antigua and Barbuda,30024,9228540,23:45,"N03°51',E005°40'",Africa (Excluding Somalia / Gulf of Aden / Red Sea),"Brass, Nigeria",Nigeria,2013,8,Bosun SPLITContainer SPLITAntigua and Barbuda SPLIT30024 SPLIT9228540,"03:51N –SPLIT005:40E, SPLITAround 40nm SW SPLITof Brass, SPLITNigeria"
Bourbon Arethuse - 04/06/2013,04/06/2013,June,"Pirates boarded the vessel while on standby duties. Seeing the pirates the crew raised the alarm, retreated into the citadel, alerted other vessels, shore based office by VHF, and waited until the pirates had left. On investigation, it was found that vessels and crew belongings were stolen. All crew safe.",Actual Attack,Boarded,Steaming,Bourbon Arethuse,Offshore Supply Ship,Supply Vessel,St Vincent and the Grenadines,1969,9344227,23:00 UTC,"N04°14'9"",E007°45'7""",Africa (Excluding Somalia / Gulf of Aden / Red Sea),"Usari Field, Nigeria",Nigeria,2013,24,Bourbon Arethuse SPLITOffshore Supply SPLITShip SPLITSt Vincent and SPLITGrenadines SPLIT1969 SPLIT9344227,"04:14.9N – SPLIT007:45.7E,  SPLITUsari Field, SPLITNigeria"
Brahman Express - 23/08/2013,23/08/2013,August,"Three robbers in a motor boat approached a berthed ship. Two robbers boarded the ship while the other robber remained in the boat. Duty crew noticed that the robbers were stealing ship’s properties and reported to the D/O who raised the alarm and alerted the crew. Seeing crew alertness, the robbers escaped with the stolen properties. Incident reported to Belawan Port Authority, which dispatched a coast guard patrol boat to investigate.",Actual Attack,Boarded,Berthed,Brahman Express,Livestock Carrier,Cargo,Philippines,7727,9238416,11:25,"Belawan, Indonesia",South Asia (Excluding Malacca Straits),"Belawan, Indonesia",Indonesia,2013,69,Brahman Express SPLITLivestock Carrier SPLITPhilippines SPLIT7727 SPLIT9238416,"Belawan Port,  SPLITIndonesia"
Bremen Trader - 19/11/2013,19/11/2013,November,Five robbers armed with knives boarded an anchored tanker and stole ship’s properties. The deck watchman was attacked and held hostage during the robbery. Incident reported to Port Authority who sent a team for investigation.,Actual Attack,Boarded,Anchored,Bremen Trader,Chemical Tanker,Tanker,Malta,8515,9321110,03:28,"N08°30',W013°11'",Africa (Excluding Somalia / Gulf of Aden / Red Sea),"Freetown, Sierra Leone",Sierra Leone,2013,38,Bremen Trader SPLITChemical Tanker SPLITMalta SPLIT8515 SPLIT9321110,"08:30N – SPLIT013:11W, SPLITFreetown Inner SPLITAnchorage, SPLITSierra Leone"
British Gannet - 25/06/2014,25/06/2014,June,"The D/O and an A/B on board an anchored tanker noticed some movement on the forecastle. Upon checking, they found two robbers lowering ship’s stores into their boat. The D/O immediately raised the alarm, sounded ship’s whistle and informed VTMS Batangas. The robbers escaped with the stolen items in their boat.",Actual Attack,Boarded,Anchored,British Gannet,Tanker,Tanker,Isle of Man,63661,9282481,01:15,"Batangas, Philippines",South Asia (Excluding Malacca Straits),"Batangas, Philippines",Philippines,2014,57,British Gannet Tanker Isle of Man 63661 9282481,"Batangas Anchorage, Philippines"
Bro Vario - 25/08/2014,25/08/2014,August,"Three persons in a wooden boat approached an anchored tanker. Alert duty crew noticed the boat and informed the D/O who raised the alarm and crew mustered. Upon hearing the alarm and seeing the crew alertness, the boat moved away.",Attempted Attack,Attempted,Anchored,Bro Vario,Chemical Tanker,Tanker,Singapore,9882,9276303,02:30,"S06°01',E106°53'",South Asia (Excluding Malacca Straits),"Tanjung Priok, Indonesia",Indonesia,2014,12,Bro Vario Chemical Tanker Singapore 9882 9276303,"06:01S – 106:53E, Tanjung Priok Tanker Anchorage, Jakarta, Indonesia"
BSS Pride - 01/02/2014,01/02/2014,February,"Five robbers armed with knives boarded an anchored tanker. They entered into the engine room, took hostage the duty oiler and 2/E, tied them up and stole engine room spares. As the robbers were leaving the engine room, the 3/E noticed the robbers, raised the alarm and released the 2/E and oiler. Incident reported to the local authorities.",Actual Attack,Boarded,Anchored,BSS Pride,Chemical Tanker,Tanker,Liberia,13402,9345881,02:45,"N01°42'6"",E101°25'6""",South Asia (Excluding Malacca Straits),"Dumai, Indonesia",Indonesia,2014,10,BSS Pride Chemical Tanker Liberia 13402 9345881,"01:42.6N – 101:25.6E, Dumai Inner Anchorage, Indonesia"
"Budget 17, Budget 27 - 22/09/2013",22/09/2013,September,"Robbers boarded the barge under tow enroute to Penang, Malaysia. Crew noticed three wooden boats alongside the barge. Six robbers were seen stealing the cargo, transferring it to their boats and then escaping. Master reported the incident to VTIS Singapore. After some time, two more boats were seen following the barge, coming alongside, stealing more cargo and then leaving.",Actual Attack,Boarded,Steaming,"Budget 17, Budget 27","Tug, Barge","Tug, Barge",Malaysia,"140, 1412",9443322,07:30,"N01°12',E103°36'",South Asia (Excluding Malacca Straits),Singapore Straits,Singapore Straits,2013,74,Budget 17 SPLITTug SPLITMalaysia SPLIT140 SPLIT9443322 SPLIT SPLITBudget 27 SPLITBarge SPLITMalaysia SPLIT1412 SPLIT-,"01:12N – SPLIT103:36E, SPLITSingapore Straits"
Budi Mesra Dua - 07/06/2014,07/06/2014,June,Pirates hijacked a laden tanker enroute from Singapore to Labuan. They took hostage Master and C/O and locked up the rest of the crew in a cabin. The pirates brought alongside a bunker barge and transferred oil cargo into it. They also stole crew and ship’s properties and cash. They then ordered the Master to sail the tanker towards Labuan and the pirates disembarked and escaped.,Actual Attack,Hijacked,Steaming,Budi Mesra Dua,Product Tanker,Tanker,Malaysia,5153,9554913,23:30,"N03°57',E111°57'",South Asia (Excluding Malacca Straits),"Bintulu, Malaysia",Malaysia,2014,51,Budi Mesra Dua Product Tanker Malaysia 5153 9554913,"03:57N – 111:57E, 80nm NW Off Bintulu Port, Malaysia"
Bulk Ecuador - 17/06/2014,17/06/2014,June,"While at anchor, duty A/B on rounds noticed the padlock to the paint locker broken and sighted four robbers armed with knives. He immediately informed the C/O who raised alarm and crew alerted.   Upon hearing the alarm, the robbers escaped. Upon inspection, ship’s stores and properties were found stolen.",Actual Attack,Boarded,Anchored,Bulk Ecuador,Bulk Carrier,Cargo,Panama,32309,9426192,18:00,"N03°57',E098°46'",South Asia (Excluding Malacca Straits),"Belawan, Indonesia",Indonesia,2014,54,Bulk Ecuador Bulk Carrier Panama 32309 9426192,"03:57N – 098:46E, Belawan Anchorage, Indonesia"
Bunga Lucerne - 24/07/2013,24/07/2013,July,"A/B and a deck cadet, who were carrying out routine work on the forecastle of an anchored tanker, noticed three small boats approaching. The A/B immediately notified the D/O. The boats started distracting the ship's crew by asking them to buy their fish. The A/B and the cadet checked on the other side of the tanker and observed that two robbers from another boat were in the process of getting on board while another was on board already. The D/O raised the alarm and sounded the ship's whistle, resulting in the robbers jumping overboard and escaping in their boat. Port Authorities and vessels in the vicinity were informed.",Actual Attack,Boarded,Anchored,Bunga Lucerne,Chemical Tanker,Tanker,Singapore,11925,9508938,10:45,"N22°48',E070°03'",Indian Sub Continent,"Kandla, India",India,2013,13,Bunga Lucerne SPLITChemical Tanker SPLITSingapore SPLIT11925 SPLIT9508938,"22:48N – SPLIT070:03E, SPLITKandla SPLITAnchorage, SPLITIndia"
BW Lena - 09/08/2014,09/08/2014,August,"Armed pirates in three skiffs chased and fired upon the tanker, which was hardened as per BMP4 recommendations. The increase in speed and evasive manoeuvres resulted in the pirates aborting the attack. A mother vessel was noticed near the incident. Crew and the tanker are safe.",Attempted Attack,Fired upon,Steaming,BW Lena,Product Tanker,Tanker,Singapore,43797,9324318,01:43,"N02°59',E002°55'",Africa (Excluding Somalia / Gulf of Aden / Red Sea),"Lagos, Nigeria",Nigeria,2014,10,BW Lena Product Tanker Singapore 43797 9324318,"02:59N – 002:55E, Around 205nm South of Lagos, Nigeria"
BW Tokyo - 04/08/2014,04/08/2014,August,"Three robbers boarded an anchored tanker. Deck patrol noticed the robbers, raised the alarm and crew mustered. Hearing the alarm and seeing the crew alertness, the robbers escaped empty handed in their boat. Local authorities informed.",Actual Attack,Boarded,Anchored,BW Tokyo,LPG Tanker,Tanker,Singapore,47985,9398307,01:51,"S05°34',E104°38'",South Asia (Excluding Malacca Straits),"Teluk Semangka, Indonesia",Indonesia,2014,74,BW Tokyo LPG Tanker Singapore 47985 9398307,"05:34S – 104:38E, Teluk Semangka  Anchorage, Indonesia"
BW Yangtze - 29/01/2013,29/01/2013,January,Robbers armed with knives and a gun boarded the tanker at anchor and started lowering mooring ropes. Duty Officer spotted the robbers and immediately raised the alarm and informed Master. The robbers escaped with the stolen ship’s stores. VTIS and Coast Guard informed.,Actual Attack,Boarded,Anchored,BW Yangtze,Product Tanker,Tanker,Singapore,43797,9393096,00:30,"N20°56'6"",E088°10'1""",Indian Sub Continent,"Haldia, India",India,2013,4,BW Yangtze SPLITProduct Tanker SPLITSingapore SPLIT43797 SPLIT9393096,"20:56.6N – SPLIT088:10.1E, SPLITHaldia SPLITAnchorage, SPLITIndia"
C. P. 41 - 13/07/2014,13/07/2014,July,Pirates boarded the tanker underway unnoticed. OOW noticed a small boat near the tanker and raised the alarm. Seeing alerted crew the pirates escaped empty handed.,Actual Attack,Boarded,Steaming,C. P. 41,Product Tanker,Tanker,Thailand,2752,9186455,23:00,"N02°01',E104°29'",South Asia (Excluding Malacca Straits),"Pulau Aur, Malaysia",Malaysia,2014,67,C. P. 41 Product Tanker Thailand 27529186455,"02:01N – 104:29E,Around 24nm South of Pulau Aur, Malaysia"
Cap Lara - 09/05/2013,09/05/2013,May,"Eight persons in a boat came alongside and attempted to board an anchored tanker. Alert duty crew spotted the approach and sounded alarm, informed Togo Navy, identified the boat with the ship’s spotlight and commenced deck water for the fire hoses. It was observed that the boat attempted to come along side from various directions but the water from the fire hoses was flooding the boat resulting in the attempt being aborted. The Togo Navy immediately responded and a navy boat arrived at the location in 20 mins. All crew safe.",Attempted Attack,Attempted,Anchored,Cap Lara,Tanker,Tanker,Greece,81324,9330874,22:30 UTC,"N06°04',E001°15'",Africa (Excluding Somalia / Gulf of Aden / Red Sea),"Lome, Togo",Togo,2013,14,Cap Lara SPLITTanker SPLITGreece SPLIT81324 SPLIT9330874,"06:04N – SPLIT001:15E, Lome SPLITAnchorage, SPLITTogo"
Cap Portland - 05/05/2013,05/05/2013,May,"Armed robbers attempted to board the ship underway.  Alarm raised, crew mustered and secured the ship. Incident reported to Coast Guard who sent a patrol boat for assistance. Seeing the crew alertness, the robbers moved away. All crew safe.",Attempted Attack,Attempted,Steaming,Cap Portland,Container,Cargo,Liberia,22914,9344631,02:54 UTC,"S02°28'6"",W080°04'1""",Americas,"Guayaquil, Ecuador",Ecuador,2013,2,Cap Portland SPLITContainer SPLITLiberia SPLIT22914 SPLIT9344631,"02:28.6S – SPLIT080:04.1W, SPLITAround 18nm SPLITSSW of SPLITGuayaquil, SPLITEcuador"
Cap Theodora - 16/04/2013,16/04/2013,April,"Armed pirates in a skiff approached and fired upon the tanker underway. Alarm raised, SSAS alert and distress signals activated, fire pump started, crew proceeded to their emergency stations and citadel, speed increased and evasive manoeuvres made. After around 20 minutes, the skiff aborted the attack and moved away. The tanker and the crewmembers are safe.",Attempted Attack,Fired upon,Steaming,Cap Theodora,Tanker,Tanker,Greece,81324,9380740,00:12 UTC,"N01°48',E006°46'",Africa (Excluding Somalia / Gulf of Aden / Red Sea),"Port Harcourt, Nigeria",Nigeria,2013,6,Cap Theodora SPLITTanker SPLITGreece SPLIT81324 SPLIT9380740,"01:48N – SPLIT006:46E, SPLITAround 174nm SPLITSouth of Port SPLITHarcourt, SPLITNigeria"
Cape Norviega - 24/03/2013,24/03/2013,March,"During a routine round, the ship’s crew found the steering gear room open and it was discovered that some items inside the store were missing. After investigation, the incident was reported to the coast guard.",Actual Attack,Boarded,Anchored,Cape Norviega,Container,Cargo,Singapore,17609,9182021,02:00,"S05°59',E106°54'",South Asia (Excluding Malacca Straits),"Tanjung Priok, Indonesia",Indonesia,2013,22,Cape Norviega SPLITContainer SPLITSingapore SPLIT17609 SPLIT9182021,"05:59S-106:54E, SPLITTanjung Priok SPLITAnchorage, SPLITIndonesia"
Cape Veni - 10/03/2014,10/03/2014,March,"Three robbers boarded the ship underway. Ship’s alarm raised and all crew mustered. Due to crew alertness, the robbers escaped empty handed.",Actual Attack,Boarded,Steaming,Cape Veni,Bulk Carrier,Cargo,Cyprus,89985,9344485,01:45,"N01°08',E103°29'",South Asia (Excluding Malacca Straits),"Karimun, Indonesia",Indonesia,2014,20,Cape Veni Bulk Carrier Cyprus 89985 9344485,"01:08N – 103:29E, Around 4nm East of Pulau Karimun Kecil, Indonesia"
